SA1_7DIGITCODE_2016,cluster
1126923,Country Towns
1126924,Country Towns
1126925,Country Towns
1126926,Country Towns
1126927,Country Towns
1126928,Country Towns
1126929,Country Towns
1126930,Semi-Rural
1126931,Country Towns
1126932,Country Towns
1126933,Country Towns
1126934,Rural
1126935,Semi-Rural
1126936,Remote
1126937,Remote
1126938,Country Towns
1126939,Inner City
1126940,Country Towns
1126941,Semi-Rural
1126942,Semi-Rural
1126943,Semi-Rural
1126944,Semi-Rural
1126945,Semi-Rural
1126946,Country Towns
1126947,Country Towns
1126948,Semi-Rural
1126949,Country Towns
1126950,Fringe-Growth
1126951,Semi-Rural
1126952,Fringe-Growth
1126953,Fringe-Growth
1126954,Fringe-Growth
1126955,Fringe-Growth
1127001,Semi-Rural
1127003,Country Towns
1127004,Country Towns
1127005,Country Towns
1127006,Country Towns
1127007,Country Towns
1127008,Country Towns
1127009,Inner City
1127010,Rural
1127011,Country Towns
1127012,Country Towns
1127013,Country Towns
1127014,Leafy Suburbs
1127015,Inner Suburbs
1127016,Semi-Rural
1127017,Country Towns
1127018,Country Towns
1127019,Country Towns
1127020,Fringe-Growth
1127021,Country Towns
1127022,Country Towns
1127023,Fringe-Growth
1127024,Country Towns
1127025,Inner City
1127026,Country Towns
1127027,Inner City
1127028,Inner Suburbs
1127029,Country Towns
1127031,Country Towns
1127032,Inner Suburbs
1127033,Semi-Rural
1127034,Semi-Rural
1127101,Rural
1127103,Rural
1127104,Fringe-Growth
1127105,Rural
1127106,Rural
1127107,Country Towns
1127108,Rural
1127109,Rural
1127110,Rural
1127111,Rural
1127112,Semi-Rural
1127113,Rural
1127114,Country Towns
1127116,Rural
1127117,Semi-Rural
1127118,Rural
1127119,Rural
1127120,Rural
1127121,Rural
1127122,Semi-Rural
1127123,Semi-Rural
1127124,Rural
1127125,Country Towns
1127126,Country Towns
1127127,Rural
1127128,Rural
1127129,Rural
1127130,Rural
1127131,Country Towns
1127132,Country Towns
1127133,Fringe-Growth
1127134,Country Towns
1127135,Rural
1127136,Rural
1127137,Rural
1127138,Semi-Rural
1127139,Rural
1127140,Country Towns
1127141,Rural
1127142,Rural
1127143,Country Towns
1127144,Country Towns
1127201,Rural
1127202,Country Towns
1127203,Country Towns
1127204,Country Towns
1127205,Rural
1127206,Rural
1127207,Leafy Suburbs
1127208,Leafy Suburbs
1127209,Rural
1127210,Rural
1127211,Rural
1127213,Rural
1127214,Rural
1127215,Leafy Suburbs
1127216,Rural
1127217,Country Towns
1127218,Country Towns
1127219,Country Towns
1127220,Rural
1127221,Country Towns
1127222,Rural
1127223,Rural
1127224,Country Towns
1127225,Country Towns
1127226,Rural
1127301,Rural
1127302,Country Towns
1127303,Country Towns
1127304,Rural
1127305,Rural
1127306,Country Towns
1127307,Country Towns
1127308,Rural
1127309,Rural
1127310,Rural
1127312,Rural
1127401,Rural
1127402,Country Towns
1127403,Rural
1127404,Rural
1127405,Rural
1127406,Country Towns
1127407,Country Towns
1127408,Country Towns
1127409,Rural
1127410,Country Towns
1127411,Country Towns
1127412,Country Towns
1127413,Country Towns
1127414,Rural
1127416,Country Towns
1127501,Rural
1127601,Country Towns
1127602,Country Towns
1127603,Country Towns
1127604,Country Towns
1127605,Country Towns
1127606,Country Towns
1127607,Country Towns
1127608,Rural
1127609,Semi-Rural
1127610,Fringe-Growth
1127701,Country Towns
1127702,Country Towns
1127703,Country Towns
1127704,Rural
1127705,Country Towns
1127706,Rural
1127707,Rural
1127708,Rural
1127709,Rural
1127710,Country Towns
1127711,Semi-Rural
1127712,Country Towns
1127713,Country Towns
1127714,Country Towns
1127715,Country Towns
1127716,Country Towns
1127717,Country Towns
1127718,Semi-Rural
1127719,Country Towns
1127720,Country Towns
1127721,Semi-Rural
1127722,Semi-Rural
1127723,Country Towns
1127724,Country Towns
1127725,Country Towns
1127726,Semi-Rural
1127727,Semi-Rural
1127728,Country Towns
1127729,Rural
1127730,Semi-Rural
1127731,Semi-Rural
1127732,Semi-Rural
1127733,Country Towns
1127734,Country Towns
1127735,Rural
1127736,Country Towns
1127737,Country Towns
1127738,Country Towns
1127739,Country Towns
1127741,Rural
1127801,Fringe-Growth
1127802,Country Towns
1127803,Country Towns
1127804,Semi-Rural
1127805,Country Towns
1127806,Rural
1127808,Country Towns
1127809,Country Towns
1127810,Remote
1127811,Country Towns
1127812,Country Towns
1127813,Country Towns
1127815,Country Towns
1127816,Country Towns
1127817,Country Towns
1127818,Country Towns
1127819,Country Towns
1127820,Country Towns
1127821,Country Towns
1127822,Rural
1127823,Rural
1127824,Semi-Rural
1127825,Semi-Rural
1127827,Country Towns
1127828,Fringe-Growth
1127829,Country Towns
1127830,Country Towns
1127831,Country Towns
1127832,Country Towns
1127833,Country Towns
1127834,Country Towns
1127835,Country Towns
1127836,Country Towns
1127837,Country Towns
1127838,Country Towns
1127839,Semi-Rural
1127840,Country Towns
1127841,Country Towns
1127842,Country Towns
1127843,Country Towns
1127844,Country Towns
1127845,Fringe-Growth
1127846,Country Towns
1127848,Fringe-Growth
1127849,Country Towns
1127850,Semi-Rural
1127851,Country Towns
1127852,Rural
1127853,Country Towns
1127854,Fringe-Growth
1127905,Rural
1127906,Rural
1127907,Rural
1127908,Country Towns
1127909,Country Towns
1127910,Country Towns
1127912,Country Towns
1127913,Country Towns
1127914,Country Towns
1127915,Country Towns
1127916,Country Towns
1127917,Rural
1127918,Country Towns
1127919,Rural
1127920,Country Towns
1127921,Country Towns
1127922,Country Towns
1127923,Country Towns
1127924,Rural
1127925,Country Towns
1127926,Country Towns
1127927,Country Towns
1127928,Country Towns
1127929,Country Towns
1127930,Country Towns
1127931,Country Towns
1127932,Country Towns
1127933,Country Towns
1127934,Country Towns
1127935,Country Towns
1127936,Country Towns
1127937,Country Towns
1127939,Country Towns
1127940,Country Towns
1127941,Country Towns
1127942,Rural
1128001,Country Towns
1128002,Country Towns
1128003,Country Towns
1128004,Country Towns
1128005,Rural
1128006,Country Towns
1128007,Rural
1128008,Country Towns
1128009,Rural
1128010,Country Towns
1128011,Country Towns
1128012,Rural
1128013,Rural
1128014,Rural
1128101,Rural
1128102,Semi-Rural
1128103,Rural
1128104,Rural
1128105,Rural
1128106,Rural
1128107,Rural
1128108,Rural
1128109,Semi-Rural
1128110,Rural
1128202,Country Towns
1128203,Country Towns
1128204,Rural
1128205,Country Towns
1128206,Country Towns
1128207,Country Towns
1128208,Country Towns
1128209,Country Towns
1128210,Country Towns
1128211,Country Towns
1128212,Rural
1128213,Country Towns
1128214,Country Towns
1128215,Country Towns
1128216,Rural
1128217,Rural
1128218,Rural
1128219,Country Towns
1128220,Country Towns
1128221,Country Towns
1128222,Country Towns
1128223,Rural
1128224,Country Towns
1128225,Country Towns
1128226,Country Towns
1128227,Rural
1128228,Country Towns
1128229,Country Towns
1128230,Country Towns
1128231,Country Towns
1128232,Country Towns
1128233,Country Towns
1128234,Country Towns
1128235,Country Towns
1128236,Country Towns
1128237,Rural
1128238,Country Towns
1128239,Country Towns
1128301,Rural
1128302,Rural
1128303,Rural
1128304,Country Towns
1128305,Rural
1128306,Rural
1128307,Country Towns
1128308,Rural
1128309,Rural
1128310,Rural
1128312,Rural
1128313,Rural
1128314,Rural
1128315,Rural
1128316,Country Towns
1128317,Rural
1128401,Country Towns
1128402,Inner Suburbs
1128403,Leafy Suburbs
1128404,Semi-Rural
1128405,Country Towns
1128406,Semi-Rural
1128407,Semi-Rural
1128408,Rural
1128409,Semi-Rural
1128410,Leafy Suburbs
1128411,Semi-Rural
1128412,Rural
1128413,Country Towns
1128414,Country Towns
1128415,Country Towns
1128416,Country Towns
1128417,Country Towns
1128418,Country Towns
1128419,Country Towns
1128420,Semi-Rural
1128421,Leafy Suburbs
1128422,Leafy Suburbs
1128423,Semi-Rural
1128424,Country Towns
1128425,Leafy Suburbs
1128426,Leafy Suburbs
1128427,Country Towns
1128428,Leafy Suburbs
1128430,Leafy Suburbs
1128431,Country Towns
1128432,Remote
1128433,Leafy Suburbs
1128501,Semi-Rural
1128502,Semi-Rural
1128503,Semi-Rural
1128504,Semi-Rural
1128505,Semi-Rural
1128506,Semi-Rural
1128507,Semi-Rural
1128508,Semi-Rural
1128509,Semi-Rural
1128510,Semi-Rural
1128511,Semi-Rural
1128512,Semi-Rural
1128513,Semi-Rural
1128514,Semi-Rural
1128515,Semi-Rural
1128516,Semi-Rural
1128601,Country Towns
1128603,Leafy Suburbs
1128604,Rural
1128605,Rural
1128606,Fringe-Growth
1128608,Country Towns
1128609,Country Towns
1128610,Country Towns
1128611,Semi-Rural
1128613,Country Towns
1128615,Leafy Suburbs
1128616,Leafy Suburbs
1128617,Semi-Rural
1128618,Rural
1128619,Country Towns
1128620,Country Towns
1128621,Semi-Rural
1128622,Fringe-Growth
1128623,Semi-Rural
1128624,Country Towns
1128625,Country Towns
1128626,Country Towns
1128701,Semi-Rural
1128702,Semi-Rural
1128703,Country Towns
1128704,Country Towns
1128705,Country Towns
1128706,Country Towns
1128707,Country Towns
1128708,Country Towns
1128709,Rural
1128710,Rural
1128711,Country Towns
1128712,Country Towns
1128713,Country Towns
1128714,Semi-Rural
1128715,Fringe-Growth
1128716,Country Towns
1128717,Country Towns
1128718,Country Towns
1128719,Country Towns
1128720,Semi-Rural
1128721,Country Towns
1128723,Semi-Rural
1128724,Semi-Rural
1128725,Rural
1128726,Inner Suburbs
1128801,Semi-Rural
1128802,Semi-Rural
1128803,Rural
1128804,Rural
1128805,Rural
1128806,Semi-Rural
1128807,Rural
1128808,Rural
1128809,Semi-Rural
1128810,Rural
1128811,Rural
1128812,Semi-Rural
1128901,Semi-Rural
1128902,Semi-Rural
1128903,Semi-Rural
1128904,Semi-Rural
1128905,Rural
1128906,Semi-Rural
1128907,Rural
1128908,Rural
1128909,Rural
1128910,Leafy Suburbs
1128911,Semi-Rural
1128912,Semi-Rural
1128913,Rural
1128914,Country Towns
1128915,Rural
1128916,Rural
1128917,Country Towns
1128918,Rural
1128919,Rural
1129001,Inner Suburbs
1129002,Inner Suburbs
1129003,Inner City
1129004,Inner Suburbs
1129005,Inner Suburbs
1129006,Leafy Suburbs
1129007,Leafy Suburbs
1129008,Leafy Suburbs
1129009,Leafy Suburbs
1129010,Leafy Suburbs
1129011,Leafy Suburbs
1129012,Leafy Suburbs
1129013,Leafy Suburbs
1129014,Inner Suburbs
1129015,Leafy Suburbs
1129016,Leafy Suburbs
1129017,Migrants
1129018,Migrants
1129019,Leafy Suburbs
1129020,Leafy Suburbs
1129021,Migrants
1129022,Leafy Suburbs
1129023,Leafy Suburbs
1129024,Migrants
1129025,Migrants
1129026,Leafy Suburbs
1129027,Leafy Suburbs
1129028,Inner Suburbs
1129029,Leafy Suburbs
1129030,Leafy Suburbs
1129031,Leafy Suburbs
1129032,Country Towns
1129033,Inner Suburbs
1129034,Leafy Suburbs
1129035,Leafy Suburbs
1129036,Migrants
1129037,CBD
1129038,Inner Suburbs
1129039,Leafy Suburbs
1129040,Leafy Suburbs
1129041,Inner Suburbs
1129042,Leafy Suburbs
1129043,Leafy Suburbs
1129044,Leafy Suburbs
1129045,Leafy Suburbs
1129046,Migrants
1129047,Migrants
1129101,Inner Suburbs
1129102,Migrants
1129103,Migrants
1129104,Migrants
1129105,Leafy Suburbs
1129106,Leafy Suburbs
1129107,Leafy Suburbs
1129108,Migrants
1129109,Migrants
1129110,Migrants
1129111,Migrants
1129112,Migrants
1129113,Leafy Suburbs
1129114,Leafy Suburbs
1129115,Leafy Suburbs
1129116,Leafy Suburbs
1129117,Migrants
1129118,Leafy Suburbs
1129119,Leafy Suburbs
1129120,Leafy Suburbs
1129121,Leafy Suburbs
1129122,Leafy Suburbs
1129123,Inner City
1129124,Leafy Suburbs
1129125,Inner Suburbs
1129128,Migrants
1129129,Migrants
1129130,Migrants
1129131,Leafy Suburbs
1129132,Leafy Suburbs
1129133,Leafy Suburbs
1129134,Migrants
1129135,Inner Suburbs
1129136,Migrants
1129137,Migrants
1129139,Leafy Suburbs
1129140,Leafy Suburbs
1129141,Leafy Suburbs
1129142,Leafy Suburbs
1129143,Leafy Suburbs
1129144,Leafy Suburbs
1129145,Leafy Suburbs
1129146,Leafy Suburbs
1129147,Inner City
1129148,Migrants
1129149,Migrants
1129401,Leafy Suburbs
1129402,Leafy Suburbs
1129403,Country Towns
1129404,Leafy Suburbs
1129405,Leafy Suburbs
1129406,Leafy Suburbs
1129407,Leafy Suburbs
1129408,Leafy Suburbs
1129409,Leafy Suburbs
1129410,Leafy Suburbs
1129411,Leafy Suburbs
1129412,Leafy Suburbs
1129413,Leafy Suburbs
1129414,Leafy Suburbs
1129415,Country Towns
1129416,Semi-Rural
1129601,Leafy Suburbs
1129602,Migrants
1129603,Migrants
1129604,Leafy Suburbs
1129605,Leafy Suburbs
1129606,Leafy Suburbs
1129607,Leafy Suburbs
1129608,Migrants
1129609,Leafy Suburbs
1129610,Leafy Suburbs
1129611,Leafy Suburbs
1129612,Leafy Suburbs
1129613,Migrants
1129614,Leafy Suburbs
1129615,Leafy Suburbs
1129616,Migrants
1129617,Leafy Suburbs
1129618,Country Towns
1129619,Leafy Suburbs
1129620,Migrants
1129621,Leafy Suburbs
1129622,Migrants
1129623,Leafy Suburbs
1129624,Leafy Suburbs
1129625,Migrants
1129626,Leafy Suburbs
1129627,Leafy Suburbs
1129628,Migrants
1129629,Leafy Suburbs
1129630,Leafy Suburbs
1129631,Leafy Suburbs
1129632,Migrants
1129701,Leafy Suburbs
1129702,Semi-Rural
1129703,Semi-Rural
1129704,Semi-Rural
1129705,Rural
1129706,Semi-Rural
1129707,Semi-Rural
1129708,Semi-Rural
1129709,Leafy Suburbs
1129710,Leafy Suburbs
1129711,Semi-Rural
1129712,Semi-Rural
1129713,Country Towns
1129714,Leafy Suburbs
1129715,Leafy Suburbs
1129716,Semi-Rural
1129717,Leafy Suburbs
1129718,Rural
1129719,Migrants
1129720,Leafy Suburbs
1129721,Rural
1129722,Leafy Suburbs
1129723,Country Towns
1129724,Semi-Rural
1129725,Rural
1129726,Rural
1129727,Country Towns
1129728,Semi-Rural
1129729,Semi-Rural
1129730,Migrants
1129731,Leafy Suburbs
1129732,Leafy Suburbs
1129733,Leafy Suburbs
1129734,Leafy Suburbs
1129735,Rural
1129736,Migrants
1129737,Migrants
1129738,Leafy Suburbs
1129739,Leafy Suburbs
1129740,Semi-Rural
1129741,Leafy Suburbs
1129742,Semi-Rural
1129743,Leafy Suburbs
1129744,Migrants
1129745,Leafy Suburbs
1129746,Leafy Suburbs
1129747,Leafy Suburbs
1129748,Leafy Suburbs
1129749,Leafy Suburbs
1129750,Leafy Suburbs
1129751,Semi-Rural
1129752,Semi-Rural
1129753,Semi-Rural
1129754,Leafy Suburbs
1129755,Semi-Rural
1129756,Semi-Rural
1129757,Leafy Suburbs
1129758,Semi-Rural
1129801,Leafy Suburbs
1129802,Semi-Rural
1129803,Semi-Rural
1129804,Semi-Rural
1129805,Semi-Rural
1129806,Leafy Suburbs
1129807,Semi-Rural
1129808,Leafy Suburbs
1129809,Leafy Suburbs
1129810,Semi-Rural
1129811,Semi-Rural
1129812,Semi-Rural
1129813,Country Towns
1129814,Semi-Rural
1129815,Leafy Suburbs
1129816,Leafy Suburbs
1129817,Semi-Rural
1129901,Rural
1129902,Rural
1129903,Rural
1129904,Semi-Rural
1129905,Semi-Rural
1129906,Semi-Rural
1129907,Rural
1129908,Rural
1130001,Semi-Rural
1130002,Semi-Rural
1130003,Semi-Rural
1130004,Semi-Rural
1130005,Semi-Rural
1130006,Semi-Rural
1130007,Semi-Rural
1130009,Country Towns
1130010,Semi-Rural
1130011,Semi-Rural
1130012,Semi-Rural
1130013,Semi-Rural
1130014,Semi-Rural
1130015,Semi-Rural
1130016,Semi-Rural
1130017,Semi-Rural
1130018,Semi-Rural
1130019,Semi-Rural
1130020,Rural
1130021,Semi-Rural
1130022,Semi-Rural
1130023,Semi-Rural
1130024,Semi-Rural
1130025,Rural
1130026,Semi-Rural
1130027,Semi-Rural
1130028,Semi-Rural
1130029,Semi-Rural
1130030,Rural
1130031,Semi-Rural
1130032,Semi-Rural
1130033,Semi-Rural
1130034,Semi-Rural
1130035,Semi-Rural
1130036,Semi-Rural
1130037,Semi-Rural
1130038,Semi-Rural
1130040,Rural
1130041,Semi-Rural
1130042,Semi-Rural
1130043,Semi-Rural
1130044,Semi-Rural
1130045,Semi-Rural
1130046,Semi-Rural
1130047,Semi-Rural
1130048,Rural
1130049,Semi-Rural
1130050,Semi-Rural
1130051,Semi-Rural
1130052,Semi-Rural
1130053,Rural
1130054,Semi-Rural
1130055,Semi-Rural
1130056,Rural
1130057,Country Towns
1130058,Semi-Rural
1130059,Rural
1130060,Semi-Rural
1130061,Semi-Rural
1130062,Semi-Rural
1130063,Semi-Rural
1130101,Country Towns
1130102,Rural
1130103,Country Towns
1130104,Semi-Rural
1130105,Semi-Rural
1130106,Semi-Rural
1130107,Semi-Rural
1130108,Semi-Rural
1130109,Semi-Rural
1130110,Semi-Rural
1130111,Rural
1130112,Semi-Rural
1130113,Semi-Rural
1130114,Semi-Rural
1130115,Rural
1130116,Semi-Rural
1130117,Semi-Rural
1130118,Fringe-Growth
1130119,Semi-Rural
1130120,Rural
1130121,Rural
1130122,Rural
1130201,Leafy Suburbs
1130202,Leafy Suburbs
1130203,Migrants
1130205,Migrants
1130206,Migrants
1130207,Fringe-Growth
1130208,Rural
1130209,Rural
1130210,Fringe-Growth
1130211,Leafy Suburbs
1130212,Leafy Suburbs
1130213,Leafy Suburbs
1130214,Leafy Suburbs
1130215,Leafy Suburbs
1130216,Leafy Suburbs
1130217,Leafy Suburbs
1130218,Rural
1130219,Semi-Rural
1130220,Fringe-Growth
1130221,Rural
1130222,Leafy Suburbs
1130223,Leafy Suburbs
1130224,Leafy Suburbs
1130225,Leafy Suburbs
1130226,Leafy Suburbs
1130227,Leafy Suburbs
1130228,Leafy Suburbs
1130229,Semi-Rural
1130230,Leafy Suburbs
1130231,Leafy Suburbs
1130232,Leafy Suburbs
1130233,Leafy Suburbs
1130234,Leafy Suburbs
1130235,Leafy Suburbs
1130236,Inner Suburbs
1130237,Leafy Suburbs
1130238,Inner Suburbs
1130239,Fringe-Growth
1130240,Leafy Suburbs
1130241,Inner Suburbs
1130242,Leafy Suburbs
1130243,Leafy Suburbs
1130244,Fringe-Growth
1130245,Leafy Suburbs
1130246,Leafy Suburbs
1130301,Migrants
1130302,Migrants
1130304,Migrants
1130305,Migrants
1130306,Migrants
1130307,Migrants
1130308,Semi-Rural
1130310,Semi-Rural
1130311,Semi-Rural
1130312,Semi-Rural
1130314,Leafy Suburbs
1130315,Fringe-Growth
1130316,Semi-Rural
1130317,Leafy Suburbs
1130318,Inner Suburbs
1130319,CBD
1130320,CBD
1130321,Migrants
1130322,Migrants
1130323,Migrants
1130324,Migrants
1130325,Migrants
1130326,Migrants
1130327,Migrants
1130328,CBD
1130329,CBD
1130332,CBD
1130333,CBD
1130334,CBD
1130335,CBD
1130336,Migrants
1130338,Migrants
1130339,Migrants
1130340,CBD
1130341,Migrants
1130342,Migrants
1130343,CBD
1130344,CBD
1130401,Migrants
1130402,Migrants
1130403,Migrants
1130404,Migrants
1130405,Migrants
1130406,Migrants
1130407,Country Towns
1130408,Migrants
1130409,Migrants
1130410,Migrants
1130411,Migrants
1130412,Migrants
1130413,Remote
1130414,Migrants
1130415,Migrants
1130416,Migrants
1130417,Migrants
1130418,Migrants
1130419,Migrants
1130420,Migrants
1130421,Migrants
1130422,Migrants
1130423,Inner Suburbs
1130424,Inner Suburbs
1130425,Migrants
1130426,Migrants
1130427,Fringe-Growth
1130428,Migrants
1130429,Country Towns
1130430,Country Towns
1130431,Migrants
1130432,Inner Suburbs
1130433,Migrants
1130434,Migrants
1130435,Migrants
1130436,Migrants
1130437,Migrants
1130438,Migrants
1130439,Migrants
1130440,Migrants
1130442,Migrants
1130601,Migrants
1130602,Migrants
1130604,Fringe-Growth
1130605,Remote
1130606,Migrants
1130607,Migrants
1130608,Migrants
1130609,Migrants
1130610,Migrants
1130611,Migrants
1130612,Migrants
1130613,Migrants
1130614,Migrants
1130615,Migrants
1130616,Migrants
1130617,Migrants
1130618,Migrants
1130619,Migrants
1130620,Migrants
1130621,Migrants
1130622,Migrants
1130623,Migrants
1130624,Migrants
1130625,Migrants
1130626,Migrants
1130627,Remote
1130628,Migrants
1130630,Migrants
1130631,Migrants
1130632,Migrants
1130633,Migrants
1130634,Migrants
1130635,Migrants
1130636,Migrants
1130637,Migrants
1130638,Migrants
1130639,Migrants
1130640,Migrants
1130641,Migrants
1130642,Migrants
1130643,Remote
1130644,Migrants
1130645,Remote
1130646,Migrants
1130647,Remote
1130648,Migrants
1130649,Remote
1130650,Migrants
1130651,Migrants
1130652,Migrants
1130701,Migrants
1130702,Migrants
1130703,Migrants
1130704,Leafy Suburbs
1130705,Leafy Suburbs
1130706,Leafy Suburbs
1130707,Migrants
1130708,Country Towns
1130709,Country Towns
1130710,Country Towns
1130711,Leafy Suburbs
1130712,Leafy Suburbs
1130713,Semi-Rural
1130714,Leafy Suburbs
1130715,Migrants
1130716,Migrants
1130717,Migrants
1130718,Country Towns
1130719,Migrants
1130720,Migrants
1130721,Inner Suburbs
1130722,Leafy Suburbs
1130723,Leafy Suburbs
1130724,Leafy Suburbs
1130725,Leafy Suburbs
1130726,Leafy Suburbs
1130727,Country Towns
1130728,Migrants
1130729,Semi-Rural
1130730,Country Towns
1130731,Semi-Rural
1130732,Leafy Suburbs
1130733,Leafy Suburbs
1130734,Migrants
1130735,Migrants
1130736,Leafy Suburbs
1130737,Fringe-Growth
1130738,Migrants
1130739,Migrants
1130740,Country Towns
1130741,Country Towns
1130742,Semi-Rural
1130743,Leafy Suburbs
1130744,Leafy Suburbs
1130745,Semi-Rural
1130746,Leafy Suburbs
1130747,Leafy Suburbs
1130748,Country Towns
1130749,Country Towns
1130750,Semi-Rural
1130751,Leafy Suburbs
1130752,Semi-Rural
1130753,Leafy Suburbs
1130754,Country Towns
1130755,Country Towns
1130756,Country Towns
1130801,Inner Suburbs
1130802,Migrants
1130803,Leafy Suburbs
1130804,Migrants
1130805,Migrants
1130806,Migrants
1130807,Migrants
1130808,Leafy Suburbs
1130809,Migrants
1130810,Inner Suburbs
1130811,Remote
1130812,Leafy Suburbs
1130813,Semi-Rural
1130814,Migrants
1130815,Migrants
1130816,Migrants
1130817,Migrants
1130818,Remote
1130819,Migrants
1130820,Migrants
1130821,Migrants
1130822,Migrants
1130823,Migrants
1130824,Migrants
1130825,Migrants
1130826,Migrants
1130827,Migrants
1130828,Inner Suburbs
1130829,Inner Suburbs
1130830,CBD
1130831,Migrants
1130832,Migrants
1130833,Migrants
1130834,Migrants
1130835,Migrants
1130836,Migrants
1130837,Migrants
1130838,Migrants
1130839,Migrants
1130840,Migrants
1130842,Inner Suburbs
1130843,Migrants
1130844,Migrants
1130845,Migrants
1130846,Migrants
1130847,Migrants
1130848,Migrants
1130849,Migrants
1130850,Migrants
1130851,Migrants
1130901,Migrants
1130902,Migrants
1130903,Leafy Suburbs
1130904,Migrants
1130905,Migrants
1130906,Migrants
1130907,Migrants
1130908,Migrants
1130909,Migrants
1130910,Migrants
1130911,Migrants
1130912,Migrants
1130913,Migrants
1130914,Migrants
1130915,Leafy Suburbs
1130916,Migrants
1130917,Migrants
1130918,Migrants
1130919,Migrants
1130920,Migrants
1130921,Migrants
1130922,Migrants
1130923,Migrants
1130924,Migrants
1130925,Migrants
1130926,Leafy Suburbs
1130927,Migrants
1130928,Migrants
1130929,Migrants
1130930,Leafy Suburbs
1130931,Migrants
1130932,Migrants
1130933,Leafy Suburbs
1130934,Leafy Suburbs
1130935,Migrants
1130936,Migrants
1131004,Inner Suburbs
1131005,Migrants
1131006,Migrants
1131007,Fringe-Growth
1131008,Migrants
1131011,Migrants
1131012,Country Towns
1131013,Migrants
1131014,Leafy Suburbs
1131015,Leafy Suburbs
1131017,Migrants
1131018,Migrants
1131019,Migrants
1131020,Migrants
1131021,Fringe-Growth
1131022,Fringe-Growth
1131025,Migrants
1131027,Leafy Suburbs
1131030,Migrants
1131032,Migrants
1131033,Migrants
1131034,Migrants
1131035,Leafy Suburbs
1131036,Fringe-Growth
1131037,Migrants
1131038,Fringe-Growth
1131039,Migrants
1131040,Inner Suburbs
1131041,Fringe-Growth
1131042,Migrants
1131043,Leafy Suburbs
1131044,Migrants
1131045,Migrants
1131046,CBD
1131047,Leafy Suburbs
1131048,Inner Suburbs
1131049,Leafy Suburbs
1131050,Inner Suburbs
1131051,Migrants
1131052,Leafy Suburbs
1131053,Migrants
1131054,Leafy Suburbs
1131055,Leafy Suburbs
1131056,Inner Suburbs
1131057,Fringe-Growth
1131058,Inner Suburbs
1131059,Inner Suburbs
1131060,Inner Suburbs
1131061,Fringe-Growth
1131062,Migrants
1131063,Migrants
1131064,Migrants
1131065,Leafy Suburbs
1131066,Leafy Suburbs
1131067,Migrants
1131201,Rural
1131203,Fringe-Growth
1131204,Country Towns
1131205,Country Towns
1131206,Rural
1131207,Country Towns
1131208,Country Towns
1131209,Country Towns
1131210,Country Towns
1131211,Migrants
1131213,Country Towns
1131214,Country Towns
1131215,Semi-Rural
1131216,Semi-Rural
1131217,Semi-Rural
1131218,Country Towns
1131219,Country Towns
1131220,Fringe-Growth
1131221,Country Towns
1131222,Migrants
1131223,Migrants
1131226,Country Towns
1131227,Rural
1131228,Migrants
1131229,Country Towns
1131230,Rural
1131231,Fringe-Growth
1131232,Semi-Rural
1131233,Rural
1131234,Country Towns
1131235,Country Towns
1131236,Fringe-Growth
1131238,Fringe-Growth
1131239,Fringe-Growth
1131240,Fringe-Growth
1131241,Fringe-Growth
1131301,Remote
1131302,Country Towns
1131303,Remote
1131304,Remote
1131305,Migrants
1131306,Country Towns
1131307,Migrants
1131308,Migrants
1131309,Country Towns
1131310,Migrants
1131311,Remote
1131312,Remote
1131313,Migrants
1131314,Country Towns
1131315,Country Towns
1131316,Country Towns
1131317,Country Towns
1131318,Country Towns
1131319,Country Towns
1131320,Country Towns
1131321,Remote
1131322,Remote
1131323,Remote
1131325,Inner Suburbs
1131326,Migrants
1131327,Migrants
1131328,Migrants
1131330,Remote
1131332,Country Towns
1131333,Country Towns
1131334,Migrants
1131335,Migrants
1131336,Country Towns
1131337,Country Towns
1131338,Migrants
1131339,Country Towns
1131340,Migrants
1131341,Country Towns
1131342,Migrants
1131343,Country Towns
1131345,Country Towns
1131346,Country Towns
1131347,Country Towns
1131348,Migrants
1131349,Migrants
1131350,Country Towns
1131351,Migrants
1131352,Country Towns
1131401,Migrants
1131402,Migrants
1131403,Migrants
1131404,Migrants
1131405,Migrants
1131406,Migrants
1131407,Migrants
1131408,Migrants
1131409,Migrants
1131410,Migrants
1131411,Migrants
1131412,Migrants
1131413,Migrants
1131414,Migrants
1131415,Migrants
1131416,Migrants
1131417,Migrants
1131419,Migrants
1131421,Fringe-Growth
1131422,Migrants
1131423,Migrants
1131501,Migrants
1131502,Migrants
1131503,Migrants
1131504,Migrants
1131505,Migrants
1131506,Migrants
1131507,Inner Suburbs
1131508,Migrants
1131509,Migrants
1131510,Migrants
1131511,Migrants
1131512,Migrants
1131513,Migrants
1131514,Migrants
1131515,Migrants
1131516,Migrants
1131517,Migrants
1131518,Migrants
1131519,Migrants
1131520,Migrants
1131521,Migrants
1131522,Migrants
1131523,Migrants
1131524,Migrants
1131525,Migrants
1131526,Migrants
1131527,Migrants
1131528,Migrants
1131529,Semi-Rural
1131530,Migrants
1131531,Migrants
1131532,Migrants
1131533,Migrants
1131534,Migrants
1131535,Migrants
1131536,Migrants
1131537,Migrants
1131538,Migrants
1131539,Migrants
1131540,Migrants
1131541,Migrants
1131542,Migrants
1131543,Migrants
