SA1_7DIGITCODE_2016,cluster
2135646,Fringe-Growth
2135647,Fringe-Growth
2135648,Fringe-Growth
2135649,Fringe-Growth
2135650,Country Towns
2135651,Country Towns
2135652,Semi-Rural
2135653,Fringe-Growth
2135701,Country Towns
2135702,Fringe-Growth
2135703,Fringe-Growth
2135704,Country Towns
2135705,Country Towns
2135706,Country Towns
2135707,Country Towns
2135708,Country Towns
2135709,Country Towns
2135710,Country Towns
2135711,Country Towns
2135712,Country Towns
2135713,Country Towns
2135714,Country Towns
2135715,Country Towns
2135716,Country Towns
2135717,Semi-Rural
2135718,Semi-Rural
2135719,Rural
2135720,Fringe-Growth
2135722,Country Towns
2135723,Country Towns
2135724,Semi-Rural
2135725,Semi-Rural
2135727,Fringe-Growth
2135728,Fringe-Growth
2135729,Semi-Rural
2135730,Fringe-Growth
2135731,Fringe-Growth
2135732,Fringe-Growth
2135733,Rural
2135734,Fringe-Growth
2135735,Fringe-Growth
2135736,Fringe-Growth
2135801,Semi-Rural
2135802,Semi-Rural
2135803,Semi-Rural
2135804,Country Towns
2135805,Semi-Rural
2135806,Semi-Rural
2135809,Semi-Rural
2135810,Inner Suburbs
2135812,Inner Suburbs
2135813,Semi-Rural
2135814,Semi-Rural
2135816,Semi-Rural
2135817,Inner Suburbs
2135818,Semi-Rural
2135819,Semi-Rural
2135821,Country Towns
2135822,Fringe-Growth
2135823,Semi-Rural
2135824,Semi-Rural
2135825,Semi-Rural
2135826,Semi-Rural
2135827,Country Towns
2135828,Semi-Rural
2135829,Semi-Rural
2135830,Fringe-Growth
2135831,Fringe-Growth
2135832,Fringe-Growth
2135833,Inner Suburbs
2135834,Semi-Rural
2135835,Inner Suburbs
2135836,Fringe-Growth
2135837,Inner Suburbs
2135838,Semi-Rural
2135839,Inner Suburbs
2135840,Fringe-Growth
2135841,Fringe-Growth
2135901,Migrants
2135903,Migrants
2135904,Country Towns
2135906,Migrants
2135907,Migrants
2135908,Rural
2136001,Migrants
2136002,Migrants
2136003,Migrants
2136004,Migrants
2136005,Migrants
2136006,Migrants
2136007,Migrants
2136008,Migrants
2136009,Migrants
2136010,Migrants
2136011,Migrants
2136012,Migrants
2136013,Migrants
2136014,Migrants
2136015,Migrants
2136016,Country Towns
2136017,Migrants
2136019,Migrants
2136020,Migrants
2136021,Migrants
2136022,Migrants
2136023,Migrants
2136025,Migrants
2136026,Migrants
2136027,Migrants
2136028,Migrants
2136029,Migrants
2136030,Migrants
2136031,Fringe-Growth
2136032,Migrants
2136033,Migrants
2136034,Migrants
2136035,Migrants
2136036,Fringe-Growth
2136037,Migrants
2136038,Migrants
2136101,Migrants
2136102,Migrants
2136103,Migrants
2136104,Migrants
2136105,Migrants
2136106,Migrants
2136107,Migrants
2136108,Migrants
2136109,Migrants
2136110,Inner Suburbs
2136111,Migrants
2136112,Migrants
2136113,Migrants
2136114,Migrants
2136115,Migrants
2136116,Migrants
2136117,Migrants
2136118,Migrants
2136119,Migrants
2136120,Migrants
2136121,Migrants
2136122,Migrants
2136123,Migrants
2136124,Migrants
2136125,Migrants
2136127,Semi-Rural
2136128,Semi-Rural
2136129,Migrants
2136130,Semi-Rural
2136131,Migrants
2136132,Migrants
2136133,Migrants
2136134,Semi-Rural
2136135,Migrants
2136136,Migrants
2136137,Migrants
2136138,Semi-Rural
2136139,Migrants
2136140,Migrants
2136141,Migrants
2136142,Migrants
2136143,Migrants
2136144,Migrants
2136145,Migrants
2136146,Migrants
2136147,Semi-Rural
2136148,Migrants
2136149,Migrants
2136150,Migrants
2136201,Migrants
2136202,Migrants
2136203,Migrants
2136204,Migrants
2136205,Migrants
2136206,Migrants
2136207,Semi-Rural
2136208,Migrants
2136209,Migrants
2136210,Migrants
2136211,Migrants
2136212,Migrants
2136213,Migrants
2136214,Migrants
2136215,Migrants
2136216,Migrants
2136217,Semi-Rural
2136218,Migrants
2136219,Migrants
2136220,Country Towns
2136221,Migrants
2136222,Migrants
2136223,Migrants
2136224,Migrants
2136225,Migrants
2136226,Country Towns
2136227,Semi-Rural
2136228,Migrants
2136229,Migrants
2136230,Migrants
2136231,Migrants
2136232,Migrants
2136233,Migrants
2136234,Migrants
2136235,Leafy Suburbs
2136236,Migrants
2136237,Migrants
2136238,Migrants
2136239,Migrants
2136240,Migrants
2136241,Migrants
2136242,Semi-Rural
2136243,Migrants
2136244,Migrants
2136245,Migrants
2136246,Migrants
2136247,Migrants
2136248,Migrants
2136249,Migrants
2136250,Migrants
2136301,Migrants
2136302,Migrants
2136303,Migrants
2136306,Migrants
2136307,Country Towns
2136308,Migrants
2136309,Migrants
2136310,Migrants
2136311,Migrants
2136312,Migrants
2136313,Migrants
2136314,Fringe-Growth
2136315,Migrants
2136316,Migrants
2136317,Fringe-Growth
2136501,Migrants
2136504,Migrants
2136507,Semi-Rural
2136508,Migrants
2136509,Migrants
2136510,Migrants
2136511,Migrants
2136513,Migrants
2136514,Migrants
2136515,Migrants
2136516,Migrants
2136517,Inner Suburbs
2136518,Migrants
2136519,Migrants
2136520,Country Towns
2136521,Migrants
2136523,Migrants
2136525,Migrants
2136526,Migrants
2136527,Migrants
2136528,Migrants
2136529,Leafy Suburbs
2136531,Migrants
2136533,Migrants
2136534,Migrants
2136535,Fringe-Growth
2136536,Migrants
2136537,Fringe-Growth
2136538,Fringe-Growth
2136539,Migrants
2136540,Migrants
2136541,Fringe-Growth
2136542,Migrants
2136543,Migrants
2136544,Migrants
2136545,Fringe-Growth
2136546,Fringe-Growth
2136547,Migrants
2136548,Migrants
2136549,Migrants
2136550,Migrants
2136551,Migrants
2136552,Migrants
2136553,Migrants
2136554,Migrants
2136555,Migrants
2136556,Migrants
2136557,Fringe-Growth
2136558,Inner Suburbs
2136559,Migrants
2136560,Migrants
2136561,Fringe-Growth
2136562,Migrants
2136563,Fringe-Growth
2136564,Migrants
2136565,Migrants
2136566,Migrants
2136604,Migrants
2136605,Migrants
2136606,Migrants
2136607,Migrants
2136611,Migrants
2136612,Migrants
2136613,Migrants
2136614,Migrants
2136615,Migrants
2136616,Inner Suburbs
2136617,Migrants
2136618,Inner Suburbs
2136619,Migrants
2136620,Migrants
2136621,Migrants
2136622,Inner Suburbs
2136623,Migrants
2136624,Inner Suburbs
2136625,Migrants
2136626,Migrants
2136627,Inner Suburbs
2136628,Migrants
2136629,Migrants
2136630,Fringe-Growth
2136631,Fringe-Growth
2136632,Fringe-Growth
2136633,Migrants
2136634,Migrants
2136635,Migrants
2136801,Migrants
2136802,Leafy Suburbs
2136804,Migrants
2136806,Rural
2136807,Inner Suburbs
2136808,Country Towns
2136809,Semi-Rural
2136810,Migrants
2136811,Country Towns
2136812,Country Towns
2136813,Migrants
2136814,Migrants
2136815,Inner Suburbs
2136816,Country Towns
2136817,Inner Suburbs
2136818,Migrants
2136820,Country Towns
2136821,Migrants
2136822,Country Towns
2136823,Inner Suburbs
2136824,Country Towns
2136825,Semi-Rural
2136826,Semi-Rural
2136827,Country Towns
2136828,Leafy Suburbs
2136901,Semi-Rural
2136902,Semi-Rural
2136903,Semi-Rural
2136904,Semi-Rural
2136905,Country Towns
2136906,Semi-Rural
2136907,Semi-Rural
2136908,Semi-Rural
2136909,Rural
2136910,Fringe-Growth
2136911,Fringe-Growth
2136915,Semi-Rural
2136916,Semi-Rural
2136919,Semi-Rural
2136921,Rural
2136923,Semi-Rural
2136924,Semi-Rural
2136927,Fringe-Growth
2136928,Semi-Rural
2136929,Fringe-Growth
2136930,Semi-Rural
2136931,Semi-Rural
2136932,Semi-Rural
2136933,Semi-Rural
2136934,Semi-Rural
2136935,Country Towns
2136938,Fringe-Growth
2136939,Fringe-Growth
2136940,Migrants
2136941,Migrants
2136942,Fringe-Growth
2136943,Migrants
2136945,Fringe-Growth
2136946,Fringe-Growth
2136947,Fringe-Growth
2136948,Fringe-Growth
2136949,Fringe-Growth
2136950,Semi-Rural
2136951,Fringe-Growth
2136952,Fringe-Growth
2136953,Fringe-Growth
2136954,Fringe-Growth
2136955,Semi-Rural
2136956,Semi-Rural
2136957,Fringe-Growth
2136958,Semi-Rural
2136959,Fringe-Growth
2136960,Fringe-Growth
2136961,Semi-Rural
2136962,Semi-Rural
2136963,Fringe-Growth
2136964,Fringe-Growth
2136965,Semi-Rural
2136966,Semi-Rural
2136967,Fringe-Growth
2136968,Fringe-Growth
2136969,Fringe-Growth
2136970,Country Towns
2137001,Semi-Rural
2137002,Country Towns
2137003,Semi-Rural
2137004,Semi-Rural
2137006,Semi-Rural
2137008,Inner Suburbs
2137009,Semi-Rural
2137010,Semi-Rural
2137011,Country Towns
2137012,Country Towns
2137014,Semi-Rural
2137015,Semi-Rural
2137016,Semi-Rural
2137017,Semi-Rural
2137018,Fringe-Growth
2137019,Semi-Rural
2137020,Country Towns
2137021,Semi-Rural
2137022,Semi-Rural
2137027,Inner City
2137030,Semi-Rural
2137031,Fringe-Growth
2137033,Country Towns
2137034,Semi-Rural
2137035,Semi-Rural
2137036,Semi-Rural
2137037,Semi-Rural
2137038,Semi-Rural
2137039,Semi-Rural
2137040,Semi-Rural
2137041,Semi-Rural
2137042,Semi-Rural
2137043,Semi-Rural
2137044,Fringe-Growth
2137045,Country Towns
2137046,Migrants
2137047,Semi-Rural
2137048,Semi-Rural
2137049,Country Towns
2137051,Fringe-Growth
2137052,Fringe-Growth
2137053,Fringe-Growth
2137054,Fringe-Growth
2137055,Semi-Rural
2137056,Fringe-Growth
2137057,Fringe-Growth
2137101,Country Towns
2137102,Country Towns
2137103,Semi-Rural
2137104,Semi-Rural
2137105,Semi-Rural
2137106,Semi-Rural
2137107,Fringe-Growth
2137108,Inner Suburbs
2137109,Inner Suburbs
2137110,Country Towns
2137111,Country Towns
2137112,Country Towns
2137113,Semi-Rural
2137114,Fringe-Growth
2137115,Fringe-Growth
2137116,Country Towns
2137117,Country Towns
2137118,Semi-Rural
2137119,Semi-Rural
2137120,Leafy Suburbs
2137121,Country Towns
2137122,Leafy Suburbs
2137123,Inner City
2137124,Country Towns
2137125,Country Towns
2137126,Country Towns
2137127,Semi-Rural
2137128,Country Towns
2137129,Country Towns
2137130,Country Towns
2137131,Country Towns
2137132,Country Towns
2137133,Country Towns
2137134,Country Towns
2137135,Country Towns
2137136,Country Towns
2137137,Leafy Suburbs
2137138,Inner Suburbs
2137139,Country Towns
2137140,Inner Suburbs
2137141,Inner Suburbs
2137142,Semi-Rural
2137143,Semi-Rural
2137144,Country Towns
2137145,Country Towns
2137146,Semi-Rural
2137147,Semi-Rural
2137148,Semi-Rural
2137149,Semi-Rural
2137150,Semi-Rural
2137151,Inner City
2137152,Leafy Suburbs
2137153,Country Towns
2137154,Semi-Rural
2137155,Inner Suburbs
2137201,Country Towns
2137202,Country Towns
2137203,Country Towns
2137204,Country Towns
2137205,Country Towns
2137206,Country Towns
2137207,Country Towns
2137208,Country Towns
2137209,Inner Suburbs
2137211,Country Towns
2137212,Semi-Rural
2137213,Semi-Rural
2137214,Country Towns
2137215,Country Towns
2137216,Country Towns
2137217,Semi-Rural
2137218,Country Towns
2137219,Country Towns
2137220,Country Towns
2137221,Country Towns
2137222,Country Towns
2137223,Country Towns
2137224,Country Towns
2137225,Country Towns
2137226,Semi-Rural
2137227,Semi-Rural
2137228,Semi-Rural
2137229,Country Towns
2137230,Country Towns
2137231,Country Towns
2137232,Country Towns
2137233,Country Towns
2137234,Country Towns
2137235,Country Towns
2137236,Semi-Rural
2137237,Country Towns
2137238,Semi-Rural
2137239,Semi-Rural
2137240,Country Towns
2137241,Country Towns
2137242,Country Towns
2137243,Country Towns
2137244,Country Towns
2137245,Country Towns
2137246,Country Towns
2137247,Semi-Rural
2137248,Country Towns
2137301,Semi-Rural
2137302,Leafy Suburbs
2137303,Leafy Suburbs
2137304,Semi-Rural
2137305,Semi-Rural
2137306,Semi-Rural
2137307,Semi-Rural
2137308,Semi-Rural
2137309,Semi-Rural
2137310,Leafy Suburbs
2137311,Fringe-Growth
2137312,Country Towns
2137313,Fringe-Growth
2137314,Country Towns
2137315,Semi-Rural
2137316,Semi-Rural
2137317,Leafy Suburbs
2137318,Semi-Rural
2137319,Fringe-Growth
2137320,Leafy Suburbs
2137321,Semi-Rural
2137322,Leafy Suburbs
2137323,Semi-Rural
2137324,Semi-Rural
2137325,Leafy Suburbs
2137326,Semi-Rural
2137327,Semi-Rural
2137328,Semi-Rural
2137329,Leafy Suburbs
2137330,Semi-Rural
2137331,Semi-Rural
2137332,Leafy Suburbs
2137333,Semi-Rural
2137334,Leafy Suburbs
2137335,Semi-Rural
2137336,Leafy Suburbs
2137337,Leafy Suburbs
2137338,Leafy Suburbs
2137339,Country Towns
2137340,Semi-Rural
2137341,Semi-Rural
2137342,Semi-Rural
2137343,Semi-Rural
2137345,Semi-Rural
2137346,Semi-Rural
2137401,Semi-Rural
2137402,Semi-Rural
2137403,Semi-Rural
2137404,Country Towns
2137405,Semi-Rural
2137406,Semi-Rural
2137408,Semi-Rural
2137409,Semi-Rural
2137410,Semi-Rural
2137411,Semi-Rural
2137412,Semi-Rural
2137413,Semi-Rural
2137415,Semi-Rural
2137416,Semi-Rural
2137417,Semi-Rural
2137418,Semi-Rural
2137419,Semi-Rural
2137420,Semi-Rural
2137421,Semi-Rural
2137422,Semi-Rural
2137423,Semi-Rural
2137424,Semi-Rural
2137425,Semi-Rural
2137426,Semi-Rural
2137427,Semi-Rural
2137428,Country Towns
2137429,Semi-Rural
2137430,Semi-Rural
2137431,Semi-Rural
2137432,Semi-Rural
2137433,Semi-Rural
2137434,Semi-Rural
2137436,Semi-Rural
2137437,Semi-Rural
2137438,Semi-Rural
2137439,Semi-Rural
2137440,Semi-Rural
2137441,Semi-Rural
2137442,Country Towns
2137443,Semi-Rural
2137444,Fringe-Growth
2137445,Semi-Rural
2137446,Semi-Rural
2137447,Semi-Rural
2137448,Semi-Rural
2137449,Country Towns
2137450,Semi-Rural
2137451,Semi-Rural
2137452,Fringe-Growth
2137453,Semi-Rural
2137454,Semi-Rural
2137455,Semi-Rural
2137501,Country Towns
2137502,Semi-Rural
2137503,Semi-Rural
2137504,Country Towns
2137505,Fringe-Growth
2137506,Semi-Rural
2137507,Country Towns
2137508,Country Towns
2137510,Semi-Rural
2137511,Semi-Rural
2137512,Semi-Rural
2137513,Semi-Rural
2137514,Semi-Rural
2137515,Semi-Rural
2137516,Semi-Rural
2137517,Semi-Rural
2137518,Inner Suburbs
2137519,Semi-Rural
2137520,Country Towns
2137521,Semi-Rural
2137522,Country Towns
2137523,Inner Suburbs
2137524,Country Towns
2137526,Semi-Rural
2137527,Semi-Rural
2137528,Country Towns
2137529,Semi-Rural
2137530,Country Towns
2137531,Semi-Rural
2137532,Country Towns
2137533,Inner Suburbs
2137534,Country Towns
2137535,Country Towns
2137536,Country Towns
2137537,Country Towns
2137538,Country Towns
2137539,Country Towns
2137540,Country Towns
2137541,Country Towns
2137601,Semi-Rural
2137603,Fringe-Growth
2137604,Semi-Rural
2137605,Semi-Rural
2137606,Semi-Rural
2137607,Semi-Rural
2137608,Semi-Rural
2137609,Semi-Rural
2137610,Semi-Rural
2137611,Semi-Rural
2137612,Semi-Rural
2137613,Semi-Rural
2137614,Semi-Rural
2137615,Semi-Rural
2137616,Fringe-Growth
2137618,Semi-Rural
2137619,Semi-Rural
2137620,Fringe-Growth
2137621,Fringe-Growth
2137622,Fringe-Growth
2137623,Leafy Suburbs
2137624,Fringe-Growth
2137625,Fringe-Growth
2137626,Fringe-Growth
2137627,Semi-Rural
2137631,Fringe-Growth
2137632,Leafy Suburbs
2137701,Country Towns
2137702,Country Towns
2137703,Rural
2137704,Country Towns
2137705,Fringe-Growth
2137706,Fringe-Growth
2137707,Semi-Rural
2137708,Country Towns
2137709,Semi-Rural
2137710,Rural
2137711,Country Towns
2137712,Semi-Rural
2137713,Country Towns
2137714,Country Towns
2137715,Country Towns
2137716,Country Towns
2137717,Semi-Rural
2137718,Country Towns
2137719,Semi-Rural
2137720,Country Towns
2137721,Country Towns
2137722,Rural
2137723,Country Towns
2137724,Country Towns
2137725,Country Towns
2137801,Leafy Suburbs
2137802,Semi-Rural
2137803,Rural
2137804,Leafy Suburbs
2137805,Leafy Suburbs
2137806,Leafy Suburbs
2137807,Semi-Rural
2137808,Rural
2137809,Leafy Suburbs
2137810,Rural
2137811,Rural
2137812,Leafy Suburbs
2137813,Leafy Suburbs
2137814,Semi-Rural
2137815,Leafy Suburbs
2137816,Leafy Suburbs
2137817,Leafy Suburbs
2137818,Semi-Rural
2137901,Country Towns
2137902,Country Towns
2137903,Country Towns
2137904,Country Towns
2137905,Country Towns
2137906,Country Towns
2137907,Country Towns
2137908,Country Towns
2137911,Country Towns
2137912,Country Towns
2137913,Country Towns
2137914,Semi-Rural
2137915,Semi-Rural
2137916,Semi-Rural
2137917,Semi-Rural
2137918,Semi-Rural
2137919,Semi-Rural
2137920,Country Towns
2137921,Semi-Rural
2137922,Country Towns
2137923,Country Towns
2137924,Semi-Rural
2137925,Semi-Rural
2137926,Semi-Rural
2137927,Semi-Rural
2137928,Semi-Rural
2137929,Semi-Rural
2137930,Semi-Rural
2137931,Country Towns
2137932,Country Towns
2137933,Rural
2137934,Semi-Rural
2137935,Country Towns
2137936,Semi-Rural
2137937,Semi-Rural
2137938,Leafy Suburbs
2137939,Rural
2137940,Fringe-Growth
2137941,Leafy Suburbs
2137943,Country Towns
2137944,Leafy Suburbs
2137945,Semi-Rural
2137946,Semi-Rural
2137947,Country Towns
2137948,Country Towns
2137949,Country Towns
2137950,Semi-Rural
2138001,Country Towns
2138002,Country Towns
2138003,Semi-Rural
2138004,Country Towns
2138005,Semi-Rural
2138006,Semi-Rural
2138007,Leafy Suburbs
2138008,Inner City
2138009,Leafy Suburbs
2138010,Leafy Suburbs
2138011,Country Towns
2138012,Country Towns
2138013,Country Towns
2138014,Country Towns
2138015,Country Towns
2138016,Country Towns
2138017,Leafy Suburbs
2138018,Country Towns
2138019,Country Towns
2138020,Country Towns
2138021,Country Towns
2138022,Country Towns
2138023,Country Towns
2138024,Country Towns
2138025,Country Towns
2138026,Semi-Rural
2138027,Semi-Rural
2138028,Country Towns
2138029,Country Towns
2138030,Country Towns
2138031,Country Towns
2138032,Country Towns
2138033,Semi-Rural
2138034,Country Towns
2138035,Semi-Rural
2138036,Semi-Rural
2138037,Semi-Rural
2138038,Semi-Rural
2138039,Country Towns
2138040,Semi-Rural
2138041,Semi-Rural
2138042,Semi-Rural
2138043,Semi-Rural
2138044,Semi-Rural
2138045,Semi-Rural
2138046,Country Towns
2138047,Country Towns
2138049,Country Towns
2138050,Country Towns
2138051,Country Towns
2138052,CBD
2138053,Country Towns
2138054,Country Towns
2138055,Semi-Rural
2138056,Semi-Rural
2138057,Country Towns
2138058,Country Towns
2138101,Semi-Rural
2138102,Leafy Suburbs
2138103,Semi-Rural
2138104,Leafy Suburbs
2138105,Semi-Rural
2138106,Leafy Suburbs
2138107,Leafy Suburbs
2138108,Country Towns
2138109,Country Towns
2138110,Semi-Rural
2138111,Semi-Rural
2138112,Leafy Suburbs
2138113,Leafy Suburbs
2138114,Semi-Rural
2138115,Semi-Rural
2138116,Semi-Rural
2138117,Leafy Suburbs
2138118,Leafy Suburbs
2138119,Leafy Suburbs
2138120,Semi-Rural
2138121,Semi-Rural
2138122,Semi-Rural
2138123,Fringe-Growth
2138124,Leafy Suburbs
2138125,Semi-Rural
2138126,Leafy Suburbs
2138127,Leafy Suburbs
2138128,Semi-Rural
2138129,Leafy Suburbs
2138130,Leafy Suburbs
2138131,Leafy Suburbs
2138132,Semi-Rural
2138133,Semi-Rural
2138134,Leafy Suburbs
2138135,Leafy Suburbs
2138136,Leafy Suburbs
2138137,Leafy Suburbs
2138138,Country Towns
2138139,Leafy Suburbs
2138140,Leafy Suburbs
2138141,Leafy Suburbs
2138142,Leafy Suburbs
2138143,Leafy Suburbs
2138144,Leafy Suburbs
2138201,Semi-Rural
2138202,Semi-Rural
2138203,Semi-Rural
2138204,Semi-Rural
2138206,Semi-Rural
2138207,Leafy Suburbs
2138208,Leafy Suburbs
2138209,Leafy Suburbs
2138210,Semi-Rural
2138211,Semi-Rural
2138212,Country Towns
2138213,Semi-Rural
2138214,Leafy Suburbs
2138215,Semi-Rural
2138216,Semi-Rural
2138217,Semi-Rural
2138218,Semi-Rural
2138219,Semi-Rural
2138220,Semi-Rural
2138221,Semi-Rural
2138222,Country Towns
2138223,Semi-Rural
2138224,Leafy Suburbs
2138225,Leafy Suburbs
2138226,Leafy Suburbs
2138227,Country Towns
2138228,Inner Suburbs
2138229,Country Towns
2138230,Semi-Rural
2138231,Semi-Rural
2138232,Semi-Rural
2138233,Semi-Rural
2138234,Semi-Rural
2138235,Semi-Rural
2138236,Semi-Rural
2138237,Semi-Rural
2138238,Semi-Rural
2138239,Semi-Rural
2138240,Semi-Rural
2138301,Rural
2138302,Semi-Rural
2138303,Rural
2138304,Country Towns
2138305,Country Towns
2138306,Semi-Rural
2138308,Leafy Suburbs
2138309,Country Towns
2138310,Country Towns
2138311,Country Towns
2138312,Country Towns
2138313,Country Towns
2138314,Semi-Rural
2138315,Rural
2138316,Country Towns
2138317,Rural
2138318,Country Towns
2138319,Rural
2138320,Country Towns
2138321,Country Towns
2138322,Country Towns
2138323,Semi-Rural
2138324,Semi-Rural
2138325,Semi-Rural
2138327,Rural
2138328,Country Towns
2138329,Country Towns
2138330,Country Towns
2138331,Rural
2138332,Country Towns
2138333,Country Towns
2138334,Semi-Rural
2138335,Rural
2138336,Country Towns
2138337,Country Towns
2138338,Country Towns
2138339,Country Towns
2138341,Leafy Suburbs
2138342,Semi-Rural
2138343,Semi-Rural
2138344,Semi-Rural
2138345,Leafy Suburbs
2138346,Country Towns
2138347,Country Towns
2138348,Rural
2138401,Country Towns
2138402,Country Towns
2138403,Country Towns
2138404,Country Towns
2138405,Country Towns
2138406,Country Towns
2138408,Country Towns
2138409,Rural
2138410,Rural
2138411,Rural
2138412,Rural
2138413,Rural
2138414,Country Towns
2138415,Country Towns
2138416,Country Towns
2138417,Country Towns
2138418,Country Towns
2138419,Country Towns
2138420,Country Towns
2138421,Rural
2138422,Rural
2138424,Semi-Rural
2138425,Semi-Rural
2138426,Rural
2138427,Country Towns
2138428,Country Towns
2138429,Country Towns
2138430,Country Towns
2138431,Country Towns
2138432,Country Towns
2138433,Rural
2138434,Country Towns
2138435,Country Towns
2138436,Semi-Rural
2138437,Rural
2138438,Rural
2138439,Semi-Rural
2138440,Country Towns
2138441,Country Towns
2138442,Country Towns
2138443,Country Towns
2138444,Country Towns
2138445,Country Towns
2138446,Rural
2138447,Semi-Rural
2138448,Semi-Rural
2138449,Semi-Rural
2138450,Country Towns
2138451,Country Towns
2138452,Semi-Rural
2138453,Semi-Rural
2138501,Semi-Rural
2138502,Rural
2138503,Semi-Rural
2138504,Semi-Rural
2138505,Country Towns
2138506,Semi-Rural
2138507,Semi-Rural
2138508,Semi-Rural
2138509,Rural
2138510,Semi-Rural
2138511,Semi-Rural
2138512,Semi-Rural
2138513,Semi-Rural
2138514,Country Towns
2138515,Semi-Rural
2138516,Semi-Rural
2138517,Country Towns
2138518,Semi-Rural
2138519,Semi-Rural
2138520,Country Towns
2138521,Semi-Rural
2138522,Semi-Rural
2138523,Semi-Rural
2138524,Country Towns
2138525,Semi-Rural
2138526,Country Towns
2138527,Semi-Rural
2138528,Semi-Rural
2138529,Semi-Rural
2138530,Semi-Rural
2138531,Rural
2138532,Semi-Rural
2138533,Country Towns
2138534,Semi-Rural
2138535,Semi-Rural
2138536,Semi-Rural
2138537,Semi-Rural
2138538,Semi-Rural
2138539,Semi-Rural
2138540,Semi-Rural
2138541,Semi-Rural
2138542,Semi-Rural
2138543,Country Towns
2138544,Semi-Rural
2138545,Semi-Rural
2138546,Rural
2138547,Semi-Rural
2138601,Rural
2138602,Country Towns
2138603,Country Towns
2138604,Country Towns
2138605,Country Towns
2138606,Country Towns
2138607,Country Towns
2138608,Country Towns
2138609,Rural
2138610,Country Towns
2138611,Country Towns
2138612,Rural
2138613,Rural
2138614,Rural
2138615,Rural
2138616,Rural
2138617,Rural
2138618,Country Towns
2138619,Country Towns
2138620,Rural
2138621,Country Towns
2138622,Country Towns
2138623,Country Towns
2138624,Remote
2138701,Rural
2138702,Rural
2138703,Rural
2138704,Rural
2138705,Rural
2138706,Rural
2138707,Rural
2138708,Rural
2138709,Rural
2138710,Country Towns
2138801,Rural
2138802,Country Towns
2138803,Country Towns
2138804,Country Towns
2138805,Country Towns
2138806,Semi-Rural
2138807,Country Towns
2138808,Country Towns
2138809,Country Towns
2138810,Country Towns
2138811,Country Towns
2138812,Country Towns
2138813,Country Towns
2138814,Rural
2138815,Rural
2138816,Rural
2138817,Semi-Rural
2138818,Semi-Rural
2138819,Rural
2138820,Rural
2138821,Country Towns
2138822,Country Towns
2138823,Country Towns
2138824,Country Towns
2138825,Rural
2138826,Rural
2138827,Rural
2138828,Semi-Rural
2138829,Semi-Rural
2138830,Country Towns
2138831,Country Towns
2138832,Country Towns
2138833,Country Towns
2138834,Country Towns
2138835,Country Towns
2138836,Country Towns
2138837,Rural
2138901,Rural
2138902,Rural
2138903,Rural
2138904,Rural
2138905,Rural
2138906,Rural
2138907,Rural
2138908,Rural
2138909,Rural
2138910,Rural
2138911,Rural
2138912,Rural
2139001,Country Towns
2139002,Rural
2139003,Rural
2139004,Rural
2139005,Rural
2139006,Leafy Suburbs
2139007,Rural
2139009,Rural
2139010,Rural
2139011,Rural
2139012,Rural
2139013,Rural
2139014,Rural
2139015,Rural
2139016,Rural
2139017,Country Towns
2139018,Rural
2139019,Country Towns
2139020,Country Towns
2139021,Rural
2139022,Rural
2139023,Country Towns
2139024,Country Towns
2139025,Rural
2139026,Rural
2139027,Rural
2139028,Country Towns
2139029,Rural
2139101,Rural
2139102,Country Towns
2139103,Rural
2139104,Rural
2139105,Rural
2139106,Rural
2139107,Rural
2139108,Rural
2139109,Country Towns
2139110,Rural
2139201,Rural
2139202,Country Towns
2139203,Rural
2139204,Rural
2139205,Rural
2139206,Rural
2139207,Rural
2139208,Country Towns
2139209,Rural
2139210,Country Towns
2139211,Rural
2139212,Rural
2139213,Country Towns
2139214,Country Towns
2139215,Rural
2139216,Rural
2139217,Rural
2139218,Country Towns
2139219,Rural
2139220,Country Towns
2139221,Rural
2139222,Country Towns
2139223,Country Towns
2139224,Country Towns
2139225,Country Towns
2139226,Semi-Rural
2139301,Rural
2139302,Rural
2139303,Rural
2139304,Rural
2139305,Rural
2139306,Rural
2139307,Rural
2139308,Country Towns
2139309,Rural
2139310,Country Towns
2139401,Rural
2139402,Rural
2139403,Rural
2139404,Rural
2139405,Country Towns
2139406,Rural
2139407,Rural
2139408,Country Towns
2139409,Rural
2139410,Rural
2139411,Rural
2139412,Rural
2139413,Rural
2139414,Rural
2139415,Rural
2139416,Rural
2139417,Rural
2139418,Rural
2139419,Rural
2139420,Country Towns
2139421,Rural
2139501,Rural
2139502,Semi-Rural
2139503,Semi-Rural
2139504,Semi-Rural
2139505,Country Towns
2139506,Rural
2139507,Rural
2139508,Semi-Rural
2139509,Rural
2139511,Rural
2139512,Semi-Rural
2139513,Rural
2139514,Country Towns
2139515,Country Towns
2139516,Rural
2139517,Rural
2139519,Country Towns
2139520,Rural
2139521,Rural
2139522,Rural
2139601,Rural
2139602,Rural
2139603,Rural
2139604,Rural
2139605,Rural
2139606,Semi-Rural
2139607,Rural
2139608,Country Towns
2139609,Rural
2139610,Rural
2139611,Country Towns
2139612,Rural
2139613,Country Towns
2139614,Country Towns
2139615,Rural
2139801,Rural
2139802,Rural
2139803,Rural
2139806,Rural
2139807,Country Towns
2139808,Semi-Rural
2139809,Rural
2139810,Country Towns
2139811,Rural
2139812,Rural
2139813,Rural
