sa1_7digitcode_2016,cluster
1148511,Migrants
1148512,1148512
1148513,
1148514,
1148515,Migrants
1148516,1148516
1148517,
1148518,
1148519,Migrants
1148520,1148520
1148521,
1148522,
1148523,
1148524,1148524
1148525,
1148527,Migrants
1148528,1148528
1148529,
1148530,
1148531,Migrants
1148532,1148532
1148533,
1148534,
1148535,Migrants
1148536,1148536
1148537,
1148538,
1148539,Migrants
1148540,1148540
1148541,CBD
1148542,
1148543,
1148544,1148544
1148545,CBD
1148546,
1148547,
1148548,1148548
1148549,CBD
1148550,
1148551,Migrants
1148552,1148552
1148553,
1148554,
1148555,Migrants
1148556,1148556
1148557,CBD
1148558,
1148559,
1148561,CBD
1148601,CBD
1148701,
1148901,CBD
1148902,
1148903,
1148904,1148904
1148905,CBD
1148906,
1148907,
1148908,1148908
1148909,CBD
1148910,
1148911,
1148912,1148912
1148913,CBD
1148915,Migrants
1148916,1148916
1148917,Country Towns
1148918,
1148919,
1148920,1148920
1148921,CBD
1148922,
1148923,Inner Suburbs
1148924,1148924
1148925,Inner Suburbs
1148926,Inner Suburbs
1148927,Inner Suburbs
1148928,1148928
1148929,CBD
1148930,
1148931,
1148932,1148932
1148933,
1148934,Inner Suburbs
1148935,Migrants
1148936,1148936
1148937,Inner Suburbs
1148938,
1148939,
1148940,1148940
1148941,CBD
1148942,
1148943,Migrants
1148944,1148944
1148945,
1148946,
1148947,
1148948,1148948
1148949,
1148950,Inner Suburbs
1149001,
1149002,
1149003,
1149004,1149004
1149005,
1149006,
1149007,
1149008,1149008
1149009,
1149010,Inner Suburbs
1149011,Inner Suburbs
1149012,1149012
1149013,
1149014,
1149015,
1149016,1149016
1149017,
1149018,
1149101,
1149102,
1149103,
1149105,Inner Suburbs
1149111,
1149112,1149112
1149113,CBD
1149114,Inner Suburbs
1149115,
1149116,1149116
1149117,CBD
1149118,
1149119,
1149120,1149120
1149121,
1149122,
1149123,
1149124,1149124
1149125,Inner Suburbs
1149126,Inner Suburbs
1149128,1149128
1149130,
1149133,
1149134,
1149136,1149136
1149137,CBD
1149138,
1149139,
1149140,1149140
1149141,CBD
1149142,
1149143,
1149145,CBD
1149147,
1149148,1149148
1149149,Inner Suburbs
1149150,
1149151,
1149152,1149152
1149153,CBD
1149154,
1149201,CBD
1149202,
1149203,
1149205,CBD
1149206,
1149207,
1149208,1149208
1149212,1149212
1149213,CBD
1149214,
1149215,
1149216,1149216
1149217,CBD
1149218,
1149219,
1149220,1149220
1149221,CBD
1149222,
1149223,
1149224,1149224
1149225,CBD
1149226,
1149227,
1149228,1149228
1149229,CBD
1149230,
1149231,
1149232,1149232
1149233,CBD
1149234,
1149236,1149236
1149237,CBD
1149238,
1149239,
1149240,1149240
1149241,CBD
1149242,
1149243,
1149244,1149244
1149245,CBD
1149246,
1149247,Migrants
1149248,1149248
1149249,CBD
1149250,
1149251,
1149252,1149252
1149253,CBD
1149254,
1149255,
1149256,1149256
1149257,CBD
1149258,Inner Suburbs
1149259,
1149301,
1149302,
1149303,Inner Suburbs
1149304,1149304
1149305,
1149306,
1149307,
1149308,1149308
1149309,
1149310,
1149311,Country Towns
1149312,1149312
1149313,
1149314,
1149315,
1149316,1149316
1149317,
1149318,Inner Suburbs
1149319,Country Towns
1149320,1149320
1149321,
1149322,
1149323,Migrants
1149324,1149324
1149325,
1149326,
1149327,Migrants
1149328,1149328
1149329,
1149330,
1149331,
1149332,1149332
1149333,
1149334,
1149335,
1149336,1149336
1149337,
1149338,
1149339,Migrants
1149340,1149340
1149341,
1149342,
1149343,
1149344,1149344
1149345,Inner Suburbs
1149346,
1149347,Migrants
1149401,
1149402,
1149403,
1149404,1149404
1149405,
1149406,
1149407,
1149408,1149408
1149409,
1149410,
1149411,
1149412,1149412
1149413,
1149414,
1149415,
1149416,1149416
1149417,
1149418,
1149419,
1149420,1149420
1149421,
1149422,
1149423,
1149424,1149424
1149425,
1149426,
1149501,
1149502,
1149503,
1149504,1149504
1149505,CBD
1149506,
1149507,Migrants
1149508,1149508
1149509,
1149510,
1149511,Migrants
1149512,1149512
1149513,CBD
1149514,
1149515,Migrants
1149516,1149516
1149517,
1149518,
1149519,
1149520,1149520
1149521,
1149522,
1149523,
1149524,1149524
1149525,
1149526,
1149527,
1149528,1149528
1149529,
1149530,
1149531,Migrants
1149532,1149532
1149533,
1149534,
1149535,
1149536,1149536
1149537,
1149538,
1149539,
1149540,1149540
1149541,
1149542,
1149543,
1149544,1149544
1149545,
1149546,
1149547,Migrants
1149548,1149548
1149549,Inner Suburbs
1149550,
1149551,Migrants
1149552,1149552
1149553,
1149554,
1149555,Migrants
1149556,1149556
1149557,CBD
1149558,
1149601,
1149602,
1149603,
1149604,1149604
1149605,
1149606,
1149607,
1149608,1149608
1149609,
1149610,
1149613,
1149614,
1149615,
1149616,1149616
1149617,
1149618,
1149619,
1149620,1149620
1149621,
1149622,
1149623,
1149624,1149624
1149625,CBD
1149626,
1149627,
1149628,1149628
1149629,
1149630,
1149631,
1149632,1149632
1149633,
1149634,
1149635,
1149636,1149636
1149637,
1149638,
1149639,
1149640,1149640
1149641,
1149642,
1149643,
1149644,1149644
1149645,
1149646,
1149647,
1149648,1149648
1149649,
1149650,
1149701,
1149702,
1149703,Migrants
1149704,1149704
1149705,
1149706,
1149707,
1149708,1149708
1149709,
1149710,
1149711,Migrants
1149712,1149712
1149713,
1149714,
1149715,Migrants
1149716,1149716
1149717,
1149718,
1149719,Migrants
1149720,1149720
1149721,CBD
1149722,
1149723,Migrants
1149724,1149724
1149725,
1149726,
1149727,Migrants
1149728,1149728
1149729,
1149730,
1149731,Migrants
1149732,1149732
1149733,
1149734,
1149735,Migrants
1149736,1149736
1149737,
1149738,
1149739,
1149740,1149740
1149741,
1149742,
1149743,Migrants
1149744,1149744
1149745,
1149746,Inner Suburbs
1149747,Migrants
1149748,1149748
1149749,
1149750,
1149751,
1149752,1149752
1149753,
1149754,
1149801,
1149802,
1149803,
1149804,1149804
1149805,
1149806,
1149807,
1149808,1149808
1149809,
1149810,Inner Suburbs
1149811,Remote
1149812,1149812
1149813,
1149814,
1149815,Inner Suburbs
1149816,1149816
1149817,
1149818,Inner Suburbs
1149819,
1149820,1149820
1149821,
1149822,
1149823,Country Towns
1149824,1149824
1149825,
1149826,
1149827,
1149828,1149828
1149829,
1149830,
1149831,
1149832,1149832
1149833,
1149834,Inner Suburbs
1149835,
1149901,
1149902,
1149903,
1149904,1149904
1149905,Country Towns
1149906,
1149907,
1149909,Inner Suburbs
1149910,Inner Suburbs
1149911,
1149912,1149912
1149913,
1149914,Country Towns
1149915,
1149916,1149916
1149917,
1149918,
1149919,Migrants
1149920,1149920
1149921,
1149922,
1149923,
1149924,1149924
1150001,Country Towns
1150002,
1150003,Migrants
1150004,1150004
1150005,Inner Suburbs
1150006,Inner Suburbs
1150007,
1150008,1150008
1150009,Inner Suburbs
1150010,
1150011,Migrants
1150012,1150012
1150013,CBD
1150014,
1150015,Inner Suburbs
1150016,1150016
1150017,Inner Suburbs
1150018,
1150019,Inner Suburbs
1150020,1150020
1150021,
1150022,
1150023,
1150025,
1150026,Remote
1150027,
1150028,1150028
1150029,CBD
1150030,
1150031,Migrants
1150032,1150032
1150033,CBD
1150034,Inner Suburbs
1150035,Migrants
1150036,1150036
1150037,CBD
1150038,
1150039,Inner Suburbs
1150040,1150040
1150041,
1150042,Inner Suburbs
1150043,Migrants
1150101,
1150102,
1150103,Migrants
1150104,1150104
1150105,
1150106,
1150107,
1150108,1150108
1150109,
1150110,
1150111,Migrants
1150112,1150112
1150113,
1150115,
1150116,1150116
1150117,
1150118,
1150120,1150120
1150121,
1150122,
1150123,
1150124,1150124
1150126,
1150127,Inner Suburbs
1150128,1150128
1150129,
1150130,
1150131,Migrants
1150132,1150132
1150301,
1150302,
1150303,Migrants
1150304,1150304
1150305,
1150306,
1150308,1150308
1150309,
1150310,
1150311,Migrants
1150312,1150312
1150313,CBD
1150314,
1150315,
1150316,1150316
1150317,Inner Suburbs
1150318,
1150320,1150320
1150321,
1150322,
1150323,Migrants
1150324,1150324
1150325,
1150326,
1150327,Migrants
1150328,1150328
1150330,
1150331,
1150333,
1150334,
1150335,Migrants
1150336,1150336
1150337,
1150338,
1150339,
1150340,1150340
1150341,CBD
1150342,
1150343,
1150344,1150344
1150345,CBD
1150401,
1150402,
1150403,Migrants
1150404,1150404
1150405,
1150406,
1150407,Migrants
1150408,1150408
1150409,
1150410,Country Towns
1150411,Migrants
1150412,1150412
1150413,Remote
1150414,
1150415,Migrants
1150416,1150416
1150417,
1150418,
1150419,Migrants
1150420,1150420
1150421,Remote
1150422,
1150423,Remote
1150424,1150424
1150425,
1150426,
1150427,Migrants
1150428,1150428
1150429,
1150430,
1150432,1150432
1150433,Remote
1150434,
1150435,Migrants
1150436,1150436
1150437,
1150438,
1150439,Migrants
1150440,1150440
1150441,
1150501,
1150502,
1150503,Migrants
1150504,1150504
1150505,
1150506,
1150507,Migrants
1150508,1150508
1150509,
1150510,
1150511,Migrants
1150512,1150512
1150513,
1150514,
1150516,1150516
1150517,Country Towns
1150518,Country Towns
1150519,Migrants
1150521,
1150522,
1150523,Migrants
1150601,Country Towns
1150604,1150604
1150606,
1150607,Country Towns
1150608,1150608
1150609,
1150610,
1150612,1150612
1150613,Country Towns
1150614,
1150615,Migrants
1150616,1150616
1150617,
1150618,Country Towns
1150619,Fringe-Growth
1150620,1150620
1150621,
1150622,
1150623,Fringe-Growth
1150624,1150624
1150625,
1150627,Fringe-Growth
1150628,1150628
1150630,
1150631,
1150632,1150632
1150633,
1150901,
1150902,
1150903,Migrants
1150904,1150904
1150905,
1150906,
1150907,Migrants
1150908,1150908
1150909,
1150910,
1150911,Migrants
1150912,1150912
1150913,
1150914,
1150915,Migrants
1150916,1150916
1150917,
1150918,
1150919,Migrants
1150920,1150920
1150921,
1150922,
1150923,Migrants
1150924,1150924
1150925,
1150926,
1150927,Migrants
1150929,
1150930,
1150931,Migrants
1150932,1150932
1150933,Inner Suburbs
1150934,
1150935,Remote
1150936,1150936
1151001,
1151002,
1151003,Migrants
1151004,1151004
1151005,
1151006,
1151007,Migrants
1151008,1151008
1151009,
1151010,
1151011,Migrants
1151012,1151012
1151013,
1151014,
1151015,Migrants
1151016,1151016
1151017,
1151018,
1151019,Migrants
1151020,1151020
1151021,
1151022,
1151024,1151024
1151026,
1151027,Migrants
1151028,1151028
1151029,
1151030,
1151031,Migrants
1151032,1151032
1151033,
1151034,
1151035,Migrants
1151036,1151036
1151037,
1151038,
1151039,Migrants
1151040,1151040
1151041,
1151042,
1151043,Migrants
1151044,1151044
1151045,
1151046,
1151047,Migrants
1151048,1151048
1151049,
1151101,CBD
1151102,
1151103,
1151104,1151104
1151105,
1151106,
1151107,Migrants
1151108,1151108
1151109,
1151110,
1151111,Migrants
1151112,1151112
1151113,CBD
1151114,
1151115,
1151116,1151116
1151117,CBD
1151118,
1151119,
1151120,1151120
1151121,
1151122,Inner Suburbs
1151123,
1151124,1151124
1151125,CBD
1151126,
1151127,
1151128,1151128
1151129,CBD
1151130,
1151131,
1151132,1151132
1151133,
1151134,
1151135,
1151136,1151136
1151137,
1151138,
1151139,Migrants
1151140,1151140
1151141,
1151142,
1151143,Migrants
1151144,1151144
1151145,CBD
1151146,
1151147,
1151148,1151148
1151149,
1151150,
1151151,Migrants
1151152,1151152
1151153,
1151154,
1151155,Migrants
1151156,1151156
1151201,Remote
1151202,
1151203,Migrants
1151204,1151204
1151205,
1151206,
1151207,Migrants
1151208,1151208
1151209,
1151210,
1151211,Migrants
1151212,1151212
1151213,
1151214,
1151215,Migrants
1151216,1151216
1151217,
1151218,
1151219,Migrants
1151220,1151220
1151221,
1151222,
1151223,Migrants
1151224,1151224
1151225,
1151226,
1151227,Migrants
1151228,1151228
1151229,
1151230,
1151231,Migrants
1151232,1151232
1151233,
1151234,
1151235,Migrants
1151236,1151236
1151237,
1151301,CBD
1151302,
1151303,Migrants
1151304,1151304
1151305,
1151306,
1151307,Migrants
1151308,1151308
1151309,
1151310,
1151311,Migrants
1151312,1151312
1151313,
1151314,
1151315,
1151316,1151316
1151317,CBD
1151318,
1151319,Migrants
1151320,1151320
1151321,
1151322,
1151323,
1151324,1151324
1151325,
1151326,
1151327,Migrants
1151328,1151328
1151329,
1151330,
1151331,Migrants
1151332,1151332
1151333,
1151334,
1151335,Migrants
1151336,1151336
1151337,
1151338,
1151339,Migrants
1151340,1151340
1151341,
1151342,
1151343,Migrants
1151344,1151344
1151345,CBD
1151346,
1151347,Migrants
1151348,1151348
1151401,
1151402,
1151403,Migrants
1151404,1151404
1151405,
1151406,
1151407,Migrants
1151408,1151408
1151409,
1151410,
1151411,Migrants
1151412,1151412
1151413,
1151414,
1151415,Migrants
1151416,1151416
1151417,
1151418,
1151419,Migrants
1151420,1151420
1151421,
1151422,
1151501,
1151502,
1151503,Migrants
1151504,1151504
1151505,CBD
1151506,
1151507,
1151508,1151508
1151509,CBD
1151510,
1151511,Migrants
1151512,1151512
1151513,
1151514,
1151515,Migrants
1151516,1151516
1151517,CBD
1151518,
1151519,
1151520,1151520
1151521,
1151522,
1151523,Migrants
1151524,1151524
1151525,CBD
1151526,
1151527,
1151528,1151528
1151529,CBD
1151530,
1151531,
1151532,1151532
1151533,
1151534,
1151535,Migrants
1151536,1151536
1151537,
1151538,
1151539,Migrants
1151540,1151540
1151541,
1151542,
1151543,Migrants
1151544,1151544
1151601,
1151602,
1151603,Migrants
1151604,1151604
1151605,
1151606,
1151607,Migrants
1151608,1151608
1151609,
1151610,
1151611,Migrants
1151612,1151612
1151613,
1151614,
1151615,Inner Suburbs
1151616,1151616
1151617,
1151618,
1151619,Migrants
1151620,1151620
1151621,
1151622,
1151623,Migrants
1151624,1151624
1151625,
1151626,
1151627,Migrants
1151628,1151628
1151629,
1151630,
1151631,Migrants
1151632,1151632
1151633,
1151634,
1151635,Migrants
1151636,1151636
1151637,
1151638,
1151701,
1151702,
1151703,Migrants
1151704,1151704
1151705,
1151706,
1151707,Migrants
1151708,1151708
1151709,
1151710,
1151711,Migrants
1151712,1151712
1151713,
1151714,
1151715,Migrants
1151717,
1151718,
1151719,Migrants
1151720,1151720
1151721,
1151801,
1151802,
1151803,Migrants
1151804,1151804
1151805,
1151806,
1151807,Migrants
1151808,1151808
1151809,
1151810,
1151811,Migrants
1151812,1151812
1151901,
1151902,
1151903,Migrants
1151904,1151904
1151905,
1151906,
1151907,Migrants
1151908,1151908
1151909,
1151910,
1151911,Migrants
1151912,1151912
1151913,
1151914,
1151915,Remote
1151916,1151916
1151917,
1151918,
1151919,Migrants
1151920,1151920
1151921,
1151922,
1151923,Migrants
1151924,1151924
1151925,
1151926,
1151927,Migrants
1151928,1151928
1151929,
1151930,
1151931,Migrants
1151932,1151932
1151933,
1151934,
1151935,Migrants
1151936,1151936
1151937,
1151938,
1151939,Migrants
1152001,
1152002,
1152003,Migrants
1152004,1152004
1152005,
1152006,
1152007,Migrants
1152008,1152008
1152009,
1152010,
1152011,Migrants
1152012,1152012
1152013,
1152014,
1152015,Migrants
1152016,1152016
1152017,
1152018,
1152019,Migrants
1152020,1152020
1152021,
1152022,
1152023,Migrants
1152024,1152024
1152025,
1152026,
1152101,CBD
1152201,
1152202,
1152204,1152204
1152206,
1152207,Migrants
1152208,1152208
1152209,
1152210,
1152211,Migrants
1152212,1152212
1152213,
1152214,
1152215,Migrants
1152216,1152216
1152217,
1152218,
1152219,Inner Suburbs
1152220,1152220
1152221,
1152222,
1152223,Migrants
1152224,1152224
1152225,
1152226,
1152227,Migrants
1152228,1152228
1152229,
1152230,
1152231,Migrants
1152232,1152232
1152233,
1152234,
1152235,Migrants
1152236,1152236
1152302,
1152304,1152304
1152305,
1152306,Inner Suburbs
1152308,1152308
1152310,
1152311,
1152312,1152312
1152313,
1152314,
1152315,Migrants
1152316,1152316
1152317,
1152318,
1152319,Migrants
1152320,1152320
1152321,
1152322,
1152323,Migrants
1152324,1152324
1152326,
1152327,Migrants
1152328,1152328
1152329,
1152330,
1152331,Migrants
1152332,1152332
1152333,Country Towns
1152334,
1152335,Inner Suburbs
1152336,1152336
1152337,
1152338,
1152339,Migrants
1152340,1152340
1152341,
1152342,Inner Suburbs
1152343,Migrants
1152344,1152344
1152345,
1152346,
1152347,Migrants
1152401,
1152402,
1152403,
1152404,1152404
1152405,
1152406,
1152407,
1152408,1152408
1152409,
1152410,
1152411,
1152412,1152412
1152413,
1152414,
1152415,
1152416,1152416
1152417,
1152418,
1152419,Migrants
1152420,1152420
1152421,
1152422,
1152423,
1152424,1152424
1152425,
1152426,
1152427,Inner Suburbs
1152428,1152428
1152429,
1152430,
1152432,1152432
1152433,
1152435,
1152436,1152436
1152438,Inner Suburbs
1152439,Migrants
1152440,1152440
1152441,
1152442,
1152443,
1152444,1152444
1152445,
1152446,
1152447,
1152448,1152448
1152449,Country Towns
1152450,
1152901,
1152902,
1152903,
1152904,1152904
1152905,
1152906,
1152907,
1152908,1152908
1152909,
1152910,
1152911,
1152912,1152912
1152913,
1152914,
1152915,Inner Suburbs
1152916,1152916
1152917,
1152918,Country Towns
1152919,Inner Suburbs
1152920,1152920
1152921,
1152922,Inner Suburbs
1152923,Country Towns
1152924,1152924
1152925,
1152926,
1152927,
1152928,1152928
1152929,
1152930,
1152931,
1152932,1152932
1152933,
1152934,
1152935,
1152936,1152936
1152937,
1152938,
1152939,
1152940,1152940
1153001,
1153002,Country Towns
1153003,
1153004,1153004
1153005,
1153006,
1153007,
1153008,1153008
1153009,
1153010,
1153011,
1153012,1153012
1153013,Country Towns
1153014,
1153015,
1153016,1153016
1153017,
1153018,
1153019,Country Towns
1153020,1153020
1153021,
1153022,
1153023,
1153024,1153024
1153025,
1153026,
1153027,Country Towns
1153028,1153028
1153029,
1153030,
1153031,
1153032,1153032
1153033,Country Towns
1153034,
1153035,
1153036,1153036
1153037,
1153038,
1153039,Country Towns
1153040,1153040
1153103,Migrants
1153104,1153104
1153105,Inner Suburbs
1153106,Country Towns
1153107,
1153108,1153108
1153109,
1153110,
1153111,Migrants
1153112,1153112
1153113,
1153114,
1153115,Migrants
1153116,1153116
1153117,
1153118,
1153119,Migrants
1153120,1153120
1153121,
1153122,
1153123,Country Towns
1153124,1153124
1153125,
1153126,
1153127,
1153128,1153128
1153129,
1153130,
1153131,
1153132,1153132
1153133,
1153134,
1153135,
1153136,1153136
1153137,Inner Suburbs
1153301,
1153302,
1153303,
1153304,1153304
1153305,
1153306,Country Towns
1153307,
1153308,1153308
1153309,
1153310,
1153311,
1153312,1153312
1153313,Country Towns
1153314,
1153315,Country Towns
1153316,1153316
1153317,
1153318,Country Towns
1153401,
1153403,
1153404,1153404
1153405,
1153406,
1153407,
1153408,1153408
1153409,
1153410,Inner Suburbs
1153411,
1153412,1153412
1153413,
1153414,
1153415,
1153416,1153416
1153417,
1153418,
1153419,
1153420,1153420
1153422,
1153423,
1153424,1153424
1153425,
1153426,
1153427,
1153428,1153428
1153429,
1153430,
1153431,
1153432,1153432
1153501,
1153502,
1153503,
1153504,1153504
1153505,
1153506,
1153507,
1153508,1153508
1153509,
1153510,
1153511,
1153512,1153512
1153513,
1153514,
1153515,Country Towns
1153518,
1153519,
1153520,1153520
1153521,
1153522,Inner Suburbs
1153523,
1153524,1153524
1153525,
1153526,
1153527,
1153528,1153528
1153529,Inner Suburbs
1153530,
1153531,
1153532,1153532
1153533,
1153534,
1153535,
1153536,1153536
1153538,Inner Suburbs
1153539,Country Towns
1153540,1153540
1153541,
1153542,
1153543,
1153544,1153544
1153545,
1153546,
1153547,
1153548,1153548
1153549,
1153550,
1153551,
1153552,1153552
1153553,
1153554,
1153555,
1153556,1153556
1153557,
1153601,
1153602,
1153603,Country Towns
1153604,1153604
1153605,
1153606,
1153607,
1153608,1153608
1153609,
1153610,
1153611,
1153612,1153612
1153613,
1153614,
1153615,
1153616,1153616
1153617,
1153618,
1153619,
1153620,1153620
1153621,
1153622,
1153623,
1153624,1153624
1153625,
1153626,
1153627,Inner Suburbs
1153628,1153628
1153629,
1153630,
1153631,
1153632,1153632
1153633,
1153634,
1153635,Country Towns
1153636,1153636
1153637,
1153638,
1153639,
1153640,1153640
1153641,
1153642,
1153643,Country Towns
1153644,1153644
1153645,
1153646,
1153647,
1153648,1153648
1153649,
1153701,Country Towns
1153801,Inner Suburbs
1153802,
1153803,
1153804,1153804
1153806,
1153808,1153808
1153809,
1153810,
1153812,1153812
1153813,Country Towns
1153814,Country Towns
1153815,
1153816,1153816
1153817,
1153818,Remote
1153820,1153820
1153821,
1153822,Country Towns
1153823,
1153824,1153824
1153825,
1153826,
1153827,Inner Suburbs
1153828,1153828
1153829,
1153830,
1153831,
1153832,1153832
1153833,Country Towns
1153834,
1153835,Country Towns
1153836,1153836
1153837,
1153838,
1153839,
1153840,1153840
1153841,Inner Suburbs
1153842,
1153843,
1153844,1153844
1153845,
1153846,
1153847,
1153848,1153848
1153849,
1153850,
1153851,
1153852,1153852
1153853,
1153901,
1153902,Country Towns
1153903,Country Towns
1153904,1153904
1153905,Country Towns
1153906,Country Towns
1153907,Country Towns
1153908,1153908
1153909,Country Towns
1153910,Country Towns
1153911,Fringe-Growth
1153912,1153912
1153913,Country Towns
1153914,
1153915,Country Towns
1153916,1153916
1153917,Country Towns
1153918,Country Towns
1153919,Country Towns
1153920,1153920
1153921,Country Towns
1153922,
1153923,Country Towns
1153924,1153924
1153925,Country Towns
1153926,Country Towns
1153927,
1153928,1153928
1153929,Country Towns
1153930,
1153931,Country Towns
1153932,1153932
1153933,Country Towns
1153934,Country Towns
1153935,Country Towns
1153936,1153936
1153937,Country Towns
1153938,Country Towns
1153939,Country Towns
1153940,1153940
1153941,Country Towns
1153942,Country Towns
1153943,Country Towns
1153944,1153944
1153945,Country Towns
1153946,
1153947,Country Towns
1153948,1153948
1153949,Country Towns
1153950,Country Towns
1153951,Country Towns
1153952,1153952
1153953,Country Towns
1153954,Country Towns
1153955,
1153956,1153956
1153957,Country Towns
1153959,Country Towns
1153960,1153960
1153961,Country Towns
1153962,
1153963,Country Towns
1153964,1153964
1153966,
1153967,Fringe-Growth
1154001,Country Towns
1154002,Country Towns
1154003,Country Towns
1154004,1154004
1154005,Country Towns
1154006,Country Towns
1154007,
1154008,1154008
1154009,Country Towns
1154010,Country Towns
1154011,Country Towns
1154012,1154012
1154013,
1154014,Country Towns
1154015,Country Towns
1154016,1154016
1154017,
1154018,Country Towns
1154019,Country Towns
1154020,1154020
1154021,Country Towns
1154022,Country Towns
1154023,Country Towns
1154024,1154024
1154025,
1154026,Country Towns
1154027,
1154028,1154028
1154029,
1154030,Country Towns
1154031,Country Towns
1154032,1154032
1154033,Country Towns
1154101,
1154102,Country Towns
1154103,Country Towns
1154104,1154104
1154105,Country Towns
1154106,
1154107,Country Towns
1154108,1154108
1154109,
1154110,
1154111,Country Towns
1154112,1154112
1154113,
1154114,
1154201,Country Towns
1154202,Country Towns
1154203,Country Towns
1154204,1154204
1154205,
1154206,Country Towns
1154207,Country Towns
1154208,1154208
1154209,
1154210,
1154211,
1154212,1154212
1154213,
1154214,
1154215,Country Towns
1154216,1154216
1154217,
1154218,
1154219,Country Towns
1154220,1154220
1154221,
1154222,
1154223,
1154224,1154224
1154225,
1154226,
1154227,
1154228,1154228
1154229,Country Towns
1154230,
1154231,
1154232,1154232
1154233,
1154234,
1154235,
1154301,Country Towns
1154302,Country Towns
1154303,Country Towns
1154304,1154304
1154305,Country Towns
1154306,Country Towns
1154307,Country Towns
1154308,1154308
1154309,Country Towns
1154310,
1154311,Country Towns
1154312,1154312
1154313,Country Towns
1154314,Country Towns
1154315,Country Towns
1154316,1154316
1154317,Country Towns
1154318,Country Towns
1154319,Country Towns
1154320,1154320
1154321,
1154322,Country Towns
1154323,Country Towns
1154324,1154324
1154325,
1154326,
1154327,Country Towns
1154328,1154328
1154329,Country Towns
1154330,Country Towns
1154401,Country Towns
1154402,Country Towns
1154403,Country Towns
1154404,1154404
1154405,Country Towns
1154406,Country Towns
1154407,Country Towns
1154408,1154408
1154409,Country Towns
1154410,Country Towns
1154411,Country Towns
1154412,1154412
1154413,Country Towns
1154414,Country Towns
1154415,Country Towns
1154416,1154416
1154417,Country Towns
1154418,Country Towns
1154419,Country Towns
1154420,1154420
1154421,Country Towns
1154501,Country Towns
1154502,Country Towns
1154503,Country Towns
1154504,1154504
1154505,
1154506,
1154507,Migrants
1154508,1154508
1154509,
1154510,Country Towns
1154511,Migrants
1154512,1154512
1154513,Country Towns
1154514,
1154515,Migrants
1154516,1154516
1154517,
1154518,
1154519,Country Towns
1154520,1154520
1154522,Country Towns
1154523,Country Towns
1154524,1154524
1154525,Country Towns
1154526,
1154527,Migrants
1154528,1154528
1154529,Country Towns
1154530,
1154531,Migrants
1154532,1154532
1154533,
1154534,Country Towns
1154535,Country Towns
1154536,1154536
1154537,
1154601,Country Towns
1154602,
1154603,Remote
1154604,1154604
1154605,Country Towns
1154606,Country Towns
1154607,Remote
1154609,Country Towns
1154610,Country Towns
1154611,
1154612,1154612
1154613,Country Towns
1154614,Country Towns
1154615,Country Towns
1154617,
1154619,Remote
1154620,1154620
1154621,Country Towns
1154622,
1154623,Country Towns
1154624,1154624
1154625,
1154626,
1154629,
1154630,
1154631,Migrants
1154632,1154632
1154701,Country Towns
1154702,Country Towns
1154703,Country Towns
1154704,1154704
1154705,Country Towns
1154707,Country Towns
1154708,1154708
1154709,Country Towns
1154710,Country Towns
1154711,Country Towns
1154801,
1154802,
1154803,
1154804,1154804
1154805,
1154806,
1154807,
1154808,1154808
1154809,
1154810,Inner Suburbs
1154811,
1154812,1154812
1154813,CBD
1154814,
1154815,
1154816,1154816
1154819,Country Towns
1154820,1154820
1154821,
1154822,
1154823,
1154824,1154824
1154825,
1154826,
1154827,
1154828,1154828
1154829,
1154830,
1154831,
1154832,1154832
1154833,
1154834,
1154901,Inner Suburbs
1154902,
1154903,Inner Suburbs
1154904,1154904
1154905,
1154906,
1154907,Inner Suburbs
1154908,1154908
1154909,
1154910,
1154911,Inner Suburbs
1154912,1154912
1154913,
1154914,
1154915,
1154916,1154916
1154917,
1154918,
1154919,
1154920,1154920
1154921,Inner Suburbs
1154922,
1154923,
1154924,1154924
1154925,Inner Suburbs
1154926,
1154927,
1154928,1154928
1154929,Country Towns
1154930,
1154931,Migrants
1154932,1154932
1154933,
1154934,
1154935,
1155001,
1155002,Country Towns
1155003,Country Towns
1155004,1155004
1155005,Country Towns
1155006,Country Towns
1155007,
1155008,1155008
1155009,Country Towns
1155010,Country Towns
1155011,
1155012,1155012
1155013,Country Towns
1155014,Country Towns
1155015,Country Towns
1155016,1155016
1155017,Country Towns
1155018,Country Towns
1155019,Country Towns
1155020,1155020
1155021,Country Towns
1155022,Country Towns
1155023,
1155024,1155024
1155025,Country Towns
1155026,Country Towns
1155027,
1155028,1155028
1155029,
1155030,Country Towns
1155031,Country Towns
1155033,Country Towns
1155034,
1155035,Country Towns
1155036,1155036
1155037,Country Towns
1155038,Country Towns
1155039,
1155040,1155040
1155101,
1155102,
1155103,
1155104,1155104
1155105,
1155106,
1155107,
1155108,1155108
1155201,
1155202,Country Towns
1155203,Country Towns
1155204,1155204
1155205,Country Towns
1155206,
1155207,Country Towns
1155208,1155208
1155209,Country Towns
1155210,Country Towns
1155211,
1155212,1155212
1155213,Country Towns
1155214,Country Towns
1155216,1155216
1155217,Country Towns
1155218,Country Towns
1155219,Country Towns
1155220,1155220
1155221,Country Towns
1155301,Inner Suburbs
1155302,Country Towns
1155303,
1155304,1155304
1155305,
1155306,
1155307,
1155308,1155308
1155309,
1155310,
1155311,
1155312,1155312
1155313,
1155314,
1155315,
1155316,1155316
1155317,Inner Suburbs
1155401,
1155402,
