sa1_7digitcode_2016,cluster
2145605,Migrants
2145607,Fringe-Growth
2145608,Remote
2145609,Migrants
2145610,Migrants
2145611,Semi-Rural
2145612,Semi-Rural
2145613,Semi-Rural
2145614,Migrants
2145615,Migrants
2145616,Migrants
2145617,Migrants
2145618,Semi-Rural
2145619,Migrants
2145620,Migrants
2145621,Country Towns
2145622,Migrants
2145623,Semi-Rural
2145624,Semi-Rural
2145625,Migrants
2145626,Migrants
2145628,Remote
2145629,Inner Suburbs
2145630,Migrants
2145631,Semi-Rural
2145632,Migrants
2145701,Semi-Rural
2145702,Leafy Suburbs
2145703,Semi-Rural
2145704,Semi-Rural
2145705,Semi-Rural
2145706,Migrants
2145707,Semi-Rural
2145708,Semi-Rural
2145709,Semi-Rural
2145710,Semi-Rural
2145711,Semi-Rural
2145712,Semi-Rural
2145713,Semi-Rural
2145714,Semi-Rural
2145715,Rural
2145716,Semi-Rural
2145717,Semi-Rural
2145718,Semi-Rural
2145719,Semi-Rural
2145720,Semi-Rural
2145722,Semi-Rural
2145723,Semi-Rural
2145724,Semi-Rural
2145725,Semi-Rural
2145726,Semi-Rural
2145727,Semi-Rural
2145728,Leafy Suburbs
2145729,Semi-Rural
2145730,Leafy Suburbs
2145731,Leafy Suburbs
2145801,Migrants
2145802,Migrants
2145803,Migrants
2145804,Semi-Rural
2145805,Semi-Rural
2145806,Migrants
2145807,Semi-Rural
2145808,Migrants
2145809,Leafy Suburbs
2145810,Semi-Rural
2145811,Migrants
2145812,Migrants
2145813,Migrants
2145814,Migrants
2145815,Semi-Rural
2145816,Migrants
2145817,Semi-Rural
2145818,Semi-Rural
2145819,Semi-Rural
2145820,Migrants
2145821,Migrants
2145822,Leafy Suburbs
2145823,Migrants
2145824,Semi-Rural
2145825,Migrants
2145826,Migrants
2145827,Semi-Rural
2145828,Migrants
2145829,Semi-Rural
2145830,Migrants
2145831,Migrants
2145832,Migrants
2145833,Migrants
2145834,Migrants
2145835,Migrants
2145836,Semi-Rural
2145837,Migrants
2145901,Inner Suburbs
2145902,Inner Suburbs
2145903,Inner Suburbs
2145904,Inner Suburbs
2145905,Inner Suburbs
2145906,Inner Suburbs
2145907,Inner Suburbs
2145908,Inner Suburbs
2145909,Migrants
2145910,Migrants
2145911,Inner Suburbs
2145912,Remote
2145913,Migrants
2145914,Inner Suburbs
2145915,CBD
2145916,Inner Suburbs
2145917,Inner Suburbs
2145918,CBD
2145919,Migrants
2145920,Inner Suburbs
2145921,Inner Suburbs
2145922,Migrants
2145923,Inner Suburbs
2146001,Migrants
2146002,Migrants
2146003,Migrants
2146004,Inner City
2146005,Remote
2146006,Migrants
2146007,Migrants
2146008,Migrants
2146009,Migrants
2146010,Migrants
2146011,CBD
2146012,Migrants
2146013,Migrants
2146014,Migrants
2146015,Migrants
2146016,Migrants
2146017,Migrants
2146018,Migrants
2146019,Migrants
2146020,Migrants
2146021,Inner Suburbs
2146022,Migrants
2146023,CBD
2146024,Migrants
2146025,Migrants
2146026,Migrants
2146027,Inner Suburbs
2146028,Migrants
2146029,Migrants
2146030,Migrants
2146031,Inner Suburbs
2146032,Migrants
2146033,Migrants
2146034,Migrants
2146035,Migrants
2146101,Migrants
2146102,Migrants
2146103,Migrants
2146104,Migrants
2146105,Migrants
2146106,Migrants
2146107,Migrants
2146109,Migrants
2146110,Migrants
2146111,Migrants
2146112,Remote
2146113,Fringe-Growth
2146201,Migrants
2146202,Migrants
2146203,Migrants
2146204,Migrants
2146205,Migrants
2146206,Fringe-Growth
2146207,Migrants
2146208,Migrants
2146209,Migrants
2146210,Migrants
2146211,Migrants
2146212,Migrants
2146213,Migrants
2146301,Migrants
2146302,Inner City
2146303,Migrants
2146304,Migrants
2146305,Migrants
2146306,Migrants
2146307,Migrants
2146308,Migrants
2146309,Migrants
2146310,Migrants
2146311,Migrants
2146312,Migrants
2146313,Migrants
2146314,Migrants
2146315,Migrants
2146316,Migrants
2146317,Fringe-Growth
2146318,Migrants
2146319,Migrants
2146320,Migrants
2146321,Migrants
2146322,Migrants
2146323,Inner Suburbs
2146324,Leafy Suburbs
2146325,Migrants
2146326,Migrants
2146327,Migrants
2146328,Migrants
2146329,Migrants
2146330,Fringe-Growth
2146331,Migrants
2146332,Migrants
2146333,Migrants
2146334,Migrants
2146335,Migrants
2146336,Migrants
2146337,Migrants
2146338,Inner City
2146339,Migrants
2146340,Migrants
2146341,Leafy Suburbs
2146342,Migrants
2146343,Migrants
2146344,Migrants
2146401,Fringe-Growth
2146402,Fringe-Growth
2146403,Fringe-Growth
2146404,Fringe-Growth
2146405,Leafy Suburbs
2146406,Inner Suburbs
2146407,Leafy Suburbs
2146408,Leafy Suburbs
2146409,Migrants
2146410,Fringe-Growth
2146411,Leafy Suburbs
2146412,Fringe-Growth
2146413,Fringe-Growth
2146414,Fringe-Growth
2146415,Fringe-Growth
2146501,Fringe-Growth
2146502,Inner Suburbs
2146503,Fringe-Growth
2146504,Leafy Suburbs
2146505,Migrants
2146506,Fringe-Growth
2146507,Fringe-Growth
2146508,Migrants
2146509,Migrants
2146510,Leafy Suburbs
2146511,Migrants
2146512,Migrants
2146513,Migrants
2146514,Migrants
2146515,Migrants
2146516,Fringe-Growth
2146517,Fringe-Growth
2146518,Leafy Suburbs
2146519,Fringe-Growth
2146521,Fringe-Growth
2146522,Migrants
2146523,Fringe-Growth
2146524,Migrants
2146525,Fringe-Growth
2146526,Migrants
2146527,Migrants
2146528,Migrants
2146529,Migrants
2146530,Migrants
2146531,Fringe-Growth
2146532,Migrants
2146533,Semi-Rural
2146534,Migrants
2146535,Migrants
2146537,Migrants
2146538,Leafy Suburbs
2146539,Migrants
2146540,Migrants
2146541,Semi-Rural
2146542,Leafy Suburbs
2146543,Inner Suburbs
2146544,Leafy Suburbs
2146545,Migrants
2146546,Migrants
2146547,Fringe-Growth
2146601,Fringe-Growth
2146602,Migrants
2146603,Fringe-Growth
2146604,Fringe-Growth
2146605,Migrants
2146606,Country Towns
2146607,Fringe-Growth
2146608,Fringe-Growth
2146609,Fringe-Growth
2146610,Fringe-Growth
2146611,Migrants
2146612,Fringe-Growth
2146613,Fringe-Growth
2146614,Fringe-Growth
2146615,Fringe-Growth
2146616,Fringe-Growth
2146617,Fringe-Growth
2146618,Fringe-Growth
2146619,Fringe-Growth
2146620,Fringe-Growth
2146621,Fringe-Growth
2146622,Fringe-Growth
2146623,Fringe-Growth
2146624,Fringe-Growth
2146625,Fringe-Growth
2146626,Fringe-Growth
2146701,Migrants
2146702,Semi-Rural
2146703,Inner Suburbs
2146704,Inner City
2146705,Migrants
2146706,Country Towns
2146707,Country Towns
2146708,Semi-Rural
2146709,Migrants
2146710,Migrants
2146711,Country Towns
2146712,Inner Suburbs
2146713,Migrants
2146715,Semi-Rural
2146716,Inner Suburbs
2146717,Country Towns
2146718,Semi-Rural
2146719,Migrants
2146720,Country Towns
2146721,Semi-Rural
2146722,Country Towns
2146723,Rural
2146724,Semi-Rural
2146725,Country Towns
2146726,Country Towns
2146727,Remote
2146728,Migrants
2146729,Rural
2146730,Country Towns
2146731,Semi-Rural
2146732,Remote
2146733,Migrants
2146734,Migrants
2146735,Semi-Rural
2146736,Country Towns
2146737,Migrants
2146738,Semi-Rural
2146739,Migrants
2146740,Semi-Rural
2146741,Country Towns
2146742,Country Towns
2146743,Semi-Rural
2146744,Migrants
2146745,Migrants
2146746,Migrants
2146747,Migrants
2146748,Country Towns
2146801,Fringe-Growth
2146802,Country Towns
2146803,Country Towns
2146804,Inner City
2146805,Inner Suburbs
2146806,Semi-Rural
2146807,Semi-Rural
2146808,Rural
2146809,Rural
2146810,Country Towns
2146811,Semi-Rural
2146812,Semi-Rural
2146813,Semi-Rural
2146814,Semi-Rural
2146816,Inner Suburbs
2146817,Migrants
2146818,Semi-Rural
2146819,Rural
2146820,Semi-Rural
2146821,Semi-Rural
2146822,Semi-Rural
2146823,Inner Suburbs
2146824,Country Towns
2146825,Rural
2146826,Semi-Rural
2146827,Country Towns
2146828,Semi-Rural
2146901,Semi-Rural
2146902,Country Towns
2146903,Inner Suburbs
2146904,Country Towns
2146905,Country Towns
2146906,Country Towns
2146907,Country Towns
2146908,Country Towns
2146909,Inner Suburbs
2146910,Remote
2146911,Country Towns
2146912,Country Towns
2146913,Remote
2146914,Country Towns
2146915,Remote
2146916,Country Towns
2146917,Country Towns
2146918,Fringe-Growth
2146919,Remote
2146920,Country Towns
2146921,Inner Suburbs
2146922,Country Towns
2146923,Semi-Rural
2146924,Country Towns
2146925,Inner Suburbs
2146926,Country Towns
2146927,Country Towns
2146928,Inner Suburbs
2146929,Remote
2146930,Country Towns
2146931,Remote
2146932,Inner Suburbs
2146933,Country Towns
2146934,Remote
2146935,Country Towns
2146936,Rural
2146937,Country Towns
2146938,Country Towns
2146939,Country Towns
2146940,Semi-Rural
2146941,Semi-Rural
2146942,Country Towns
2146943,Remote
2146944,Country Towns
2147001,Semi-Rural
2147002,Fringe-Growth
2147003,Country Towns
2147004,Rural
2147005,Country Towns
2147006,Country Towns
2147007,Rural
2147008,Country Towns
2147009,Country Towns
2147010,Country Towns
2147011,Fringe-Growth
2147012,Remote
2147013,Country Towns
2147014,Country Towns
2147015,Country Towns
2147016,Remote
2147017,Country Towns
2147018,Country Towns
2147019,Semi-Rural
2147020,Country Towns
2147021,Country Towns
2147022,Rural
2147023,Country Towns
2147024,Country Towns
2147025,Country Towns
2147026,Country Towns
2147027,Fringe-Growth
2147028,Semi-Rural
2147029,Rural
2147030,Country Towns
2147031,Country Towns
2147032,Rural
2147101,Rural
2147102,Country Towns
2147103,Country Towns
2147104,Rural
2147105,Rural
2147106,Country Towns
2147107,Country Towns
2147108,Country Towns
2147109,Rural
2147110,Country Towns
2147111,Country Towns
2147201,Rural
2147202,Country Towns
2147203,Country Towns
2147204,Country Towns
2147205,Remote
2147206,Semi-Rural
2147207,Country Towns
2147208,Country Towns
2147209,Country Towns
2147210,Country Towns
2147211,Rural
2147212,Rural
2147213,Country Towns
2147214,Country Towns
2147215,Country Towns
2147216,Rural
2147217,Country Towns
2147218,Country Towns
2147219,Country Towns
2147220,Rural
2147221,Country Towns
2147222,Country Towns
2147223,Semi-Rural
2147224,Country Towns
2147225,Country Towns
2147226,Country Towns
2147227,Country Towns
2147228,Rural
2147229,Country Towns
2147230,Country Towns
2147231,Country Towns
2147301,Rural
2147302,Rural
2147303,Rural
2147304,Rural
2147305,Rural
2147306,Semi-Rural
2147307,Rural
2147308,Rural
2147309,Rural
2147310,Rural
2147311,Rural
2147312,Rural
2147313,Rural
2147314,Rural
2147315,Rural
2147316,Rural
2147317,Rural
2147401,Country Towns
2147402,Rural
2147403,Rural
2147404,Country Towns
2147405,Rural
2147406,Rural
2147407,Rural
2147408,Rural
2147409,Country Towns
2147410,Rural
2147411,Country Towns
2147412,Rural
2147413,Rural
2147414,Country Towns
2147415,Rural
2147416,Rural
2147417,Rural
2147418,Rural
2147501,Rural
2147502,Rural
2147503,Rural
2147504,Rural
2147505,Rural
2147506,Rural
2147507,Rural
2147508,Country Towns
2147509,Country Towns
2147510,Rural
2147511,Rural
2147512,Rural
2147513,Rural
2147514,Country Towns
2147515,Country Towns
2147516,Rural
2147517,Rural
2147518,Rural
2147519,Rural
2147520,Rural
2147521,Rural
2147522,Rural
2147523,Rural
2147524,Rural
2147525,Rural
2147526,Rural
2147601,Country Towns
2147602,Rural
2147603,Country Towns
2147604,Rural
2147605,Country Towns
2147606,Rural
2147607,Rural
2147608,Country Towns
2147609,Country Towns
2147610,Rural
2147701,Rural
2147702,Rural
2147703,Country Towns
2147704,Rural
2147705,Country Towns
2147706,Rural
2147707,Rural
2147708,Country Towns
2147709,Rural
2147710,Rural
2147711,Rural
2147712,Rural
2147713,Rural
2147714,Rural
2147715,Rural
2147716,Rural
2147717,Rural
2147718,Rural
2147719,Rural
2147720,Rural
2147721,Semi-Rural
2147722,Rural
2147723,Rural
2147724,Remote
2147801,Country Towns
2147802,Semi-Rural
2147803,Country Towns
2147804,Semi-Rural
2147805,Rural
2147806,Semi-Rural
2147807,Rural
2147809,Rural
2147810,Rural
2147811,Rural
2147812,Country Towns
2147813,Rural
2147814,Country Towns
2147815,Country Towns
2147816,Rural
2147817,Country Towns
2147818,Rural
2147819,Semi-Rural
2147820,Rural
2147821,Rural
2147822,Semi-Rural
2147823,Rural
2147824,Country Towns
2147825,Country Towns
2147826,Rural
2147827,Rural
2147828,Rural
2147901,Semi-Rural
2147903,Semi-Rural
2147904,Semi-Rural
2147905,Semi-Rural
2147906,Fringe-Growth
2147907,Country Towns
2147908,Country Towns
2147909,Country Towns
2147910,Rural
2147911,Country Towns
2147912,Country Towns
2147913,Rural
2147914,Country Towns
2147915,Rural
2147916,Semi-Rural
2147917,Country Towns
2147918,Country Towns
2147919,Inner Suburbs
2147920,Country Towns
2147921,Country Towns
2147922,Rural
2147923,Country Towns
2147924,Country Towns
2147925,Country Towns
2147926,Semi-Rural
2147927,Country Towns
2147928,Remote
2147929,Leafy Suburbs
2147930,Remote
2147931,Semi-Rural
2147932,Country Towns
2147933,Rural
2147934,Country Towns
2147935,Semi-Rural
2147936,Country Towns
2147937,Country Towns
2147938,Country Towns
2147939,Country Towns
2147940,Semi-Rural
2147941,Country Towns
2147942,Semi-Rural
2147943,Fringe-Growth
2147944,Rural
2147945,Rural
2147946,Rural
2147947,Country Towns
2147948,Country Towns
2147949,Country Towns
2147950,Country Towns
2147951,Country Towns
2147952,Leafy Suburbs
2147953,Country Towns
2148001,Rural
2148002,Inner Suburbs
2148003,Rural
2148004,Inner Suburbs
2148005,Remote
2148006,Country Towns
2148007,Country Towns
2148008,Remote
2148009,Country Towns
2148010,Country Towns
2148011,Remote
2148012,Country Towns
2148014,Remote
2148015,Rural
2148016,Inner Suburbs
2148017,Country Towns
2148018,Semi-Rural
2148019,Country Towns
2148020,Country Towns
2148021,Country Towns
2148022,Country Towns
2148023,Country Towns
2148024,Inner Suburbs
2148025,Inner Suburbs
2148026,Country Towns
2148027,Rural
2148028,Semi-Rural
2148029,Country Towns
2148030,Country Towns
2148031,Rural
2148032,Fringe-Growth
2148033,Country Towns
2148034,Country Towns
2148035,Country Towns
3100101,Semi-Rural
3100102,Semi-Rural
3100103,Semi-Rural
3100104,Semi-Rural
3100105,Country Towns
3100106,Semi-Rural
3100107,Semi-Rural
3100108,Semi-Rural
3100109,Semi-Rural
3100110,Semi-Rural
3100111,Semi-Rural
3100112,Semi-Rural
3100113,Semi-Rural
3100114,Semi-Rural
3100115,Semi-Rural
3100116,Country Towns
3100117,Country Towns
3100118,Semi-Rural
3100119,Semi-Rural
3100120,Semi-Rural
3100121,Semi-Rural
3100122,Semi-Rural
3100123,Country Towns
3100124,Semi-Rural
3100125,Semi-Rural
3100126,Semi-Rural
3100127,Semi-Rural
3100128,Semi-Rural
3100129,Semi-Rural
3100130,Country Towns
3100131,Semi-Rural
3100132,Country Towns
3100133,Semi-Rural
3100134,Semi-Rural
3100135,Semi-Rural
3100136,Semi-Rural
3100137,Semi-Rural
3100138,Semi-Rural
3100139,Semi-Rural
3100140,Semi-Rural
3100141,Semi-Rural
3100142,Leafy Suburbs
3100145,Semi-Rural
3100201,Semi-Rural
3100202,Leafy Suburbs
3100203,Leafy Suburbs
3100204,Leafy Suburbs
3100205,Leafy Suburbs
3100206,Rural
3100207,Leafy Suburbs
3100208,Leafy Suburbs
3100209,Leafy Suburbs
3100210,Leafy Suburbs
3100211,Remote
3100212,Inner City
3100213,Semi-Rural
3100214,Semi-Rural
3100215,Leafy Suburbs
3100216,Leafy Suburbs
3100217,Leafy Suburbs
3100218,Leafy Suburbs
3100219,Leafy Suburbs
3100220,Leafy Suburbs
3100221,Leafy Suburbs
3100301,Leafy Suburbs
3100302,Country Towns
3100303,Country Towns
3100304,Semi-Rural
3100305,Semi-Rural
3100306,Semi-Rural
3100307,Semi-Rural
3100308,Semi-Rural
3100309,Semi-Rural
3100310,Leafy Suburbs
3100311,Semi-Rural
3100312,Semi-Rural
3100313,Semi-Rural
3100314,Semi-Rural
3100315,Semi-Rural
3100316,Semi-Rural
3100317,Semi-Rural
3100318,Semi-Rural
3100319,Semi-Rural
3100320,Semi-Rural
3100321,Semi-Rural
3100322,Semi-Rural
3100323,Semi-Rural
3100324,Semi-Rural
3100325,Semi-Rural
3100327,Remote
3100328,Remote
3100329,Fringe-Growth
3100330,Semi-Rural
3100331,Semi-Rural
3100332,Remote
3100333,Semi-Rural
3100334,Inner Suburbs
3100335,Leafy Suburbs
3100336,Leafy Suburbs
3100401,Semi-Rural
3100402,Semi-Rural
3100403,Inner Suburbs
3100404,Inner Suburbs
3100405,Semi-Rural
3100406,Country Towns
3100407,Country Towns
3100408,Inner City
3100409,Semi-Rural
3100410,Semi-Rural
3100411,Inner Suburbs
3100412,Semi-Rural
3100413,Semi-Rural
3100414,Semi-Rural
3100415,Semi-Rural
3100416,Semi-Rural
3100417,Semi-Rural
3100418,Semi-Rural
3100419,Semi-Rural
3100420,Semi-Rural
3100421,Semi-Rural
3100422,Rural
3100423,Semi-Rural
3100424,Semi-Rural
3100425,Semi-Rural
3100426,Rural
3100427,Fringe-Growth
3100428,Semi-Rural
3100429,Semi-Rural
3100430,Semi-Rural
3100431,Leafy Suburbs
3100432,Rural
3100433,Semi-Rural
3100434,Semi-Rural
3100435,Semi-Rural
3100436,Country Towns
3100438,Inner City
3100439,Semi-Rural
3100440,Semi-Rural
3100441,Country Towns
3100442,Inner Suburbs
3100443,Semi-Rural
3100444,Rural
3100501,Semi-Rural
3100502,Semi-Rural
3100503,Semi-Rural
3100504,Semi-Rural
3100505,Country Towns
3100506,Inner City
3100507,Inner City
3100508,Country Towns
3100509,Semi-Rural
3100510,Inner City
3100601,Leafy Suburbs
3100602,Semi-Rural
3100603,Semi-Rural
3100604,Leafy Suburbs
3100605,Inner Suburbs
3100606,Inner Suburbs
3100607,Country Towns
3100609,Semi-Rural
3100610,Semi-Rural
3100611,Semi-Rural
3100612,Fringe-Growth
3100613,Semi-Rural
3100614,Semi-Rural
3100615,Fringe-Growth
3100616,Semi-Rural
3100617,Semi-Rural
3100618,Semi-Rural
3100619,Semi-Rural
3100620,Semi-Rural
3100621,Semi-Rural
3100622,Leafy Suburbs
3100623,Semi-Rural
3100625,Semi-Rural
3100701,Semi-Rural
3100702,Semi-Rural
3100703,Semi-Rural
3100704,Fringe-Growth
3100705,Semi-Rural
3100706,Country Towns
3100707,Country Towns
3100708,Country Towns
3100709,Semi-Rural
3100710,Leafy Suburbs
3100711,Country Towns
3100712,Country Towns
3100713,Country Towns
3100714,Remote
3100715,Country Towns
3100717,Rural
3100718,Country Towns
3100719,Semi-Rural
3100720,Country Towns
3100721,Inner Suburbs
3100722,Inner City
3100723,Leafy Suburbs
3100724,Leafy Suburbs
3100725,Inner City
3100726,Inner City
3100727,Inner City
3100730,Remote
3100731,Inner City
3100732,Leafy Suburbs
3100733,Leafy Suburbs
3100734,Inner Suburbs
3100735,Leafy Suburbs
3100736,Leafy Suburbs
3100737,Leafy Suburbs
3100738,Inner Suburbs
3100801,Semi-Rural
3100803,Leafy Suburbs
3100804,Fringe-Growth
3100805,Semi-Rural
3100806,Leafy Suburbs
3100808,Country Towns
3100809,Leafy Suburbs
3100811,Leafy Suburbs
3100812,Country Towns
3100813,Remote
3100814,Leafy Suburbs
3100815,Inner Suburbs
3100901,Country Towns
3100902,Semi-Rural
3100903,Country Towns
3100904,Country Towns
3100905,Semi-Rural
3100906,Country Towns
3100907,Semi-Rural
3100908,Semi-Rural
3100909,Semi-Rural
3100910,Rural
3100911,Fringe-Growth
3100912,Semi-Rural
3100913,Semi-Rural
3100914,Fringe-Growth
3100915,Semi-Rural
3100916,Semi-Rural
3100917,Fringe-Growth
3100920,Fringe-Growth
3100922,Semi-Rural
3100923,Semi-Rural
3100924,Semi-Rural
3100925,Semi-Rural
3100926,Fringe-Growth
3100927,Country Towns
3100928,Semi-Rural
3100929,Semi-Rural
3100930,Country Towns
3100932,Semi-Rural
3100933,Semi-Rural
3100934,Fringe-Growth
3100935,Semi-Rural
3101101,Semi-Rural
3101102,Rural
3101103,Rural
3101105,Rural
3101106,Rural
3101107,Leafy Suburbs
3101108,Semi-Rural
3101109,Rural
3101110,Semi-Rural
3101112,Semi-Rural
3101114,Semi-Rural
3101115,Leafy Suburbs
3101116,Fringe-Growth
3101117,Fringe-Growth
3101118,Semi-Rural
3101119,Semi-Rural
3101120,Semi-Rural
3101121,Fringe-Growth
3101202,Rural
3101203,Fringe-Growth
3101204,Semi-Rural
3101206,Semi-Rural
3101208,Semi-Rural
3101209,Semi-Rural
3101210,Semi-Rural
3101211,Semi-Rural
3101212,Semi-Rural
3101213,Semi-Rural
3101214,Semi-Rural
3101215,Semi-Rural
3101216,Semi-Rural
3101217,Semi-Rural
3101218,Semi-Rural
3101219,Semi-Rural
3101220,Semi-Rural
3101221,Semi-Rural
3101222,Semi-Rural
3101223,Semi-Rural
3101224,Remote
3101225,Fringe-Growth
3101227,Semi-Rural
3101228,Semi-Rural
3101229,Semi-Rural
3101230,Semi-Rural
3101231,Semi-Rural
3101232,Semi-Rural
3101233,Semi-Rural
3101234,Rural
3101235,Fringe-Growth
3101236,Semi-Rural
3101237,Semi-Rural
3101238,Fringe-Growth
3101301,Semi-Rural
3101302,Inner City
3101303,Rural
3101304,Semi-Rural
3101305,Remote
3101306,Fringe-Growth
3101307,Semi-Rural
3101308,Semi-Rural
3101309,Country Towns
3101310,Leafy Suburbs
3101311,Semi-Rural
3101312,Semi-Rural
3101313,Semi-Rural
3101314,Remote
3101315,Country Towns
3101316,Remote
3101318,Semi-Rural
3101319,Rural
3101320,Semi-Rural
3101321,Rural
3101322,Fringe-Growth
3101324,Semi-Rural
3101325,Semi-Rural
3101326,Semi-Rural
3101327,Semi-Rural
3101329,Semi-Rural
3101330,Semi-Rural
3101331,Semi-Rural
3101332,Country Towns
3101333,Semi-Rural
3101334,Country Towns
3101335,Country Towns
3101336,Remote
3101337,Semi-Rural
3101338,Semi-Rural
3101339,Semi-Rural
3101401,Inner Suburbs
3101501,Semi-Rural
3101502,Inner Suburbs
3101503,Fringe-Growth
3101504,Inner Suburbs
3101505,Leafy Suburbs
3101506,Semi-Rural
3101507,Remote
3101508,Semi-Rural
3101509,Leafy Suburbs
3101510,Leafy Suburbs
3101511,Remote
3101512,Inner Suburbs
3101513,Leafy Suburbs
3101514,Semi-Rural
3101515,Semi-Rural
3101516,Semi-Rural
3101517,Semi-Rural
3101518,Leafy Suburbs
3101519,Semi-Rural
3101601,Inner Suburbs
3101602,Leafy Suburbs
3101603,Inner City
3101604,Semi-Rural
3101605,Inner Suburbs
3101606,Leafy Suburbs
3101607,Semi-Rural
3101608,Semi-Rural
3101609,Semi-Rural
3101610,Semi-Rural
3101611,Semi-Rural
3101612,Semi-Rural
3101613,Semi-Rural
3101614,Inner Suburbs
3101615,Semi-Rural
3101616,Semi-Rural
3101617,Semi-Rural
3101618,Semi-Rural
3101619,Semi-Rural
3101620,Semi-Rural
3101621,Remote
3101622,Semi-Rural
3101623,Semi-Rural
3101624,Semi-Rural
3101701,Remote
3101702,Leafy Suburbs
3101703,Leafy Suburbs
3101704,Inner Suburbs
3101705,Inner City
3101706,Semi-Rural
3101707,Fringe-Growth
3101708,Fringe-Growth
3101709,Fringe-Growth
3101710,Semi-Rural
3101711,Semi-Rural
3101801,Inner Suburbs
3101802,Semi-Rural
3101803,Country Towns
3101804,Semi-Rural
3101805,Inner Suburbs
3101806,Semi-Rural
3101807,Inner Suburbs
3101808,Leafy Suburbs
3101809,Semi-Rural
3101810,Inner Suburbs
3101811,Leafy Suburbs
3101812,Leafy Suburbs
3101813,Semi-Rural
3101814,Semi-Rural
3101815,Country Towns
3101816,Inner City
3101817,Inner City
3101818,Semi-Rural
3101819,Semi-Rural
3101820,Semi-Rural
3101821,Fringe-Growth
3101822,Semi-Rural
3101904,Inner Suburbs
3101905,Leafy Suburbs
3101906,Semi-Rural
3101908,Semi-Rural
3101909,Fringe-Growth
3101910,Semi-Rural
3101913,Fringe-Growth
3101914,Semi-Rural
3101915,Fringe-Growth
3101916,Leafy Suburbs
3101917,Fringe-Growth
3101918,Fringe-Growth
3101919,Fringe-Growth
3101920,Leafy Suburbs
3101921,Leafy Suburbs
3101922,Inner City
3101923,Semi-Rural
3101924,Leafy Suburbs
3101925,Fringe-Growth
3102001,Semi-Rural
3102002,Leafy Suburbs
3102003,Leafy Suburbs
3102004,Leafy Suburbs
3102005,Inner Suburbs
3102006,Remote
3102007,Fringe-Growth
3102008,Semi-Rural
3102009,Semi-Rural
3102010,Inner City
3102011,Inner City
3102012,Semi-Rural
3102013,Semi-Rural
3102014,Country Towns
3102015,Semi-Rural
3102016,Semi-Rural
3102017,Semi-Rural
3102018,Inner Suburbs
3102019,Semi-Rural
3102020,Leafy Suburbs
3102021,Semi-Rural
3102022,Fringe-Growth
3102023,Fringe-Growth
3102024,Semi-Rural
3102025,Semi-Rural
3102026,Semi-Rural
3102027,Leafy Suburbs
3102028,Leafy Suburbs
3102030,Semi-Rural
3102101,Semi-Rural
3102102,Semi-Rural
3102103,Semi-Rural
3102104,Semi-Rural
3102105,Rural
3102106,Inner City
3102107,Country Towns
3102108,Semi-Rural
3102109,Country Towns
3102110,Country Towns
3102111,Remote
3102112,Fringe-Growth
3102113,Remote
3102114,Semi-Rural
3102115,Semi-Rural
3102116,Semi-Rural
3102117,Semi-Rural
3102118,Fringe-Growth
3102119,Semi-Rural
3102120,Remote
3102121,Inner City
3102122,Remote
3102124,Fringe-Growth
3102125,Semi-Rural
3102126,Semi-Rural
3102127,Semi-Rural
3102128,Semi-Rural
3102129,Semi-Rural
3102130,Country Towns
3102131,Semi-Rural
3102132,Semi-Rural
3102133,Country Towns
3102134,Semi-Rural
3102135,Country Towns
3102136,Inner City
3102137,Semi-Rural
3102138,Fringe-Growth
3102139,Inner Suburbs
3102140,Inner Suburbs
3102205,Semi-Rural
3102206,Semi-Rural
3102207,Semi-Rural
3102208,Semi-Rural
3102209,Semi-Rural
3102210,Semi-Rural
3102212,Semi-Rural
3102213,Semi-Rural
3102214,Semi-Rural
3102215,Semi-Rural
3102217,Semi-Rural
3102219,Semi-Rural
3102221,Semi-Rural
3102222,Fringe-Growth
3102223,Semi-Rural
3102224,Semi-Rural
3102225,Leafy Suburbs
3102226,Semi-Rural
3102227,Leafy Suburbs
3102228,Inner City
3102229,Semi-Rural
3102230,Semi-Rural
3102301,Leafy Suburbs
3102302,Leafy Suburbs
3102303,Leafy Suburbs
3102304,Leafy Suburbs
3102305,Leafy Suburbs
3102306,Leafy Suburbs
3102307,Leafy Suburbs
3102308,Leafy Suburbs
3102309,Leafy Suburbs
3102310,Leafy Suburbs
3102311,Leafy Suburbs
3102312,Leafy Suburbs
3102313,Leafy Suburbs
3102314,Leafy Suburbs
3102315,Leafy Suburbs
3102316,Fringe-Growth
3102317,Country Towns
3102318,Leafy Suburbs
3102319,Inner Suburbs
3102401,Leafy Suburbs
3102403,Fringe-Growth
3102404,Inner City
3102406,Leafy Suburbs
3102407,Leafy Suburbs
3102409,Inner City
3102410,Remote
3102411,Leafy Suburbs
3102412,Inner Suburbs
3102413,Leafy Suburbs
3102414,Leafy Suburbs
3102415,Leafy Suburbs
3102417,Leafy Suburbs
3102418,Leafy Suburbs
3102419,Leafy Suburbs
3102420,Fringe-Growth
3102421,Fringe-Growth
3102422,Fringe-Growth
3102423,Inner City
3102424,Leafy Suburbs
3102501,Leafy Suburbs
3102502,Leafy Suburbs
3102503,Inner Suburbs
3102504,Leafy Suburbs
3102505,Inner City
3102506,Fringe-Growth
3102507,Inner City
3102508,Inner City
3102509,Inner City
3102510,Inner Suburbs
