sa1_7digitcode_2016,cluster
1137928,Migrants
1137929,Migrants
1137930,Migrants
1137931,Leafy Suburbs
1137932,Leafy Suburbs
1137933,Migrants
1137934,CBD
1137935,CBD
1137936,Migrants
1137937,Migrants
1138001,Migrants
1138002,Migrants
1138003,Migrants
1138004,Migrants
1138005,Migrants
1138006,Inner Suburbs
1138007,Migrants
1138008,Migrants
1138009,Inner Suburbs
1138010,Inner Suburbs
1138011,CBD
1138012,Inner Suburbs
1138013,CBD
1138014,CBD
1138015,Migrants
1138016,Migrants
1138017,CBD
1138018,CBD
1138019,CBD
1138020,Migrants
1138021,Remote
1138022,Inner Suburbs
1138023,CBD
1138024,CBD
1138025,CBD
1138026,CBD
1138027,CBD
1138028,Inner Suburbs
1138029,Migrants
1138030,Migrants
1138031,Migrants
1138032,Inner Suburbs
1138101,CBD
1138102,Remote
1138103,CBD
1138104,CBD
1138106,Migrants
1138107,Migrants
1138108,Migrants
1138109,Migrants
1138110,Migrants
1138111,Migrants
1138112,Inner Suburbs
1138113,Migrants
1138114,Migrants
1138116,Migrants
1138117,Migrants
1138118,Migrants
1138120,Migrants
1138121,Migrants
1138122,CBD
1138124,CBD
1138125,CBD
1138126,CBD
1138127,Inner Suburbs
1138128,CBD
1138129,CBD
1138130,CBD
1138131,CBD
1138132,CBD
1138133,CBD
1138135,Migrants
1138136,Migrants
1138138,Inner Suburbs
1138139,CBD
1138140,CBD
1138141,CBD
1138142,CBD
1138143,Migrants
1138144,Inner Suburbs
1138145,CBD
1138146,CBD
1138147,Migrants
1138148,CBD
1138149,CBD
1138150,Inner Suburbs
1138151,Migrants
1138152,CBD
1138153,CBD
1138154,CBD
1138155,Inner Suburbs
1138156,Migrants
1138201,Leafy Suburbs
1138202,CBD
1138203,CBD
1138204,Migrants
1138205,Inner Suburbs
1138206,Inner Suburbs
1138207,CBD
1138208,Migrants
1138209,Migrants
1138210,Leafy Suburbs
1138211,Migrants
1138212,Inner Suburbs
1138213,Remote
1138214,Migrants
1138215,Inner City
1138216,Inner Suburbs
1138217,Remote
1138218,Inner Suburbs
1138219,Migrants
1138220,Inner Suburbs
1138221,Leafy Suburbs
1138222,Inner Suburbs
1138223,Migrants
1138224,Inner Suburbs
1138225,CBD
1138226,CBD
1138227,Inner Suburbs
1138228,Inner Suburbs
1138229,Inner Suburbs
1138230,Migrants
1138231,Migrants
1138232,CBD
1138233,Migrants
1138234,Migrants
1138235,Leafy Suburbs
1138236,Inner Suburbs
1138237,Migrants
1138238,CBD
1138239,Inner Suburbs
1138301,Inner Suburbs
1138302,Leafy Suburbs
1138304,Migrants
1138306,Migrants
1138307,Leafy Suburbs
1138308,Leafy Suburbs
1138309,Migrants
1138310,Leafy Suburbs
1138311,Inner Suburbs
1138312,Migrants
1138313,Leafy Suburbs
1138314,Inner Suburbs
1138315,Leafy Suburbs
1138316,Leafy Suburbs
1138317,Migrants
1138318,Leafy Suburbs
1138319,CBD
1138320,CBD
1138321,CBD
1138322,Migrants
1138323,Inner Suburbs
1138324,Inner Suburbs
1138325,Inner Suburbs
1138326,Leafy Suburbs
1138327,Leafy Suburbs
1138328,CBD
1138329,CBD
1138330,Migrants
1138331,Leafy Suburbs
1138333,Inner Suburbs
1138334,Migrants
1138335,Inner Suburbs
1138337,Leafy Suburbs
1138338,Leafy Suburbs
1138339,Inner Suburbs
1138340,Inner Suburbs
1138341,Leafy Suburbs
1138342,Leafy Suburbs
1138343,Inner Suburbs
1138345,CBD
1138347,Leafy Suburbs
1138348,Leafy Suburbs
1138349,CBD
1138350,CBD
1138351,CBD
1138401,Migrants
1138402,Leafy Suburbs
1138403,Migrants
1138404,CBD
1138406,Leafy Suburbs
1138407,Migrants
1138408,Inner Suburbs
1138409,Inner Suburbs
1138410,Inner Suburbs
1138411,Inner Suburbs
1138412,CBD
1138415,Inner City
1138417,CBD
1138418,Leafy Suburbs
1138419,Leafy Suburbs
1138420,Migrants
1138421,CBD
1138422,CBD
1138423,Inner City
1138428,Inner City
1138429,Leafy Suburbs
1138430,Migrants
1138431,Inner Suburbs
1138432,CBD
1138433,Leafy Suburbs
1138434,Inner Suburbs
1138435,Leafy Suburbs
1138436,Leafy Suburbs
1138437,Inner Suburbs
1138438,Inner Suburbs
1138441,CBD
1138442,CBD
1138443,CBD
1138444,CBD
1138445,CBD
1138446,CBD
1138447,CBD
1138448,CBD
1138449,CBD
1138450,Remote
1138451,CBD
1138452,CBD
1138453,CBD
1138454,CBD
1138455,CBD
1138456,CBD
1138457,Inner Suburbs
1138458,CBD
1138501,CBD
1138502,CBD
1138503,CBD
1138504,CBD
1138505,CBD
1138506,CBD
1138507,CBD
1138508,Inner Suburbs
1138509,Inner Suburbs
1138510,CBD
1138511,Leafy Suburbs
1138512,Leafy Suburbs
1138513,Migrants
1138514,Inner Suburbs
1138515,Migrants
1138516,Migrants
1138517,Leafy Suburbs
1138518,Inner Suburbs
1138519,CBD
1138520,Leafy Suburbs
1138521,Inner Suburbs
1138522,Leafy Suburbs
1138523,CBD
1138524,Inner Suburbs
1138525,Leafy Suburbs
1138526,Inner Suburbs
1138527,Leafy Suburbs
1138528,Inner Suburbs
1138529,CBD
1138530,Leafy Suburbs
1138531,Leafy Suburbs
1138532,Leafy Suburbs
1138533,Inner City
1138534,Inner Suburbs
1138535,Inner Suburbs
1138536,Inner Suburbs
1138537,CBD
1138538,Leafy Suburbs
1138539,Leafy Suburbs
1138540,Leafy Suburbs
1138541,Leafy Suburbs
1138542,CBD
1138543,Inner Suburbs
1138601,Remote
1138602,Inner Suburbs
1138603,CBD
1138604,Inner Suburbs
1138605,CBD
1138606,Leafy Suburbs
1138607,CBD
1138608,Inner City
1138609,CBD
1138610,Leafy Suburbs
1138611,CBD
1138613,CBD
1138614,Migrants
1138615,Inner Suburbs
1138616,Inner Suburbs
1138617,Inner Suburbs
1138618,Inner Suburbs
1138620,Leafy Suburbs
1138621,Migrants
1138622,Migrants
1138623,Inner City
1138624,Remote
1138625,Leafy Suburbs
1138626,Inner Suburbs
1138627,CBD
1138628,CBD
1138629,Inner Suburbs
1138630,Migrants
1138632,Inner Suburbs
1138633,Inner Suburbs
1138634,CBD
1138635,Inner Suburbs
1138636,Leafy Suburbs
1138637,Migrants
1138638,Inner Suburbs
1138639,CBD
1138640,CBD
1138641,Migrants
1138642,Leafy Suburbs
1138643,Inner Suburbs
1138644,Leafy Suburbs
1138645,CBD
1138646,Inner Suburbs
1138647,Leafy Suburbs
1138648,Leafy Suburbs
1138649,Inner Suburbs
1138650,Inner Suburbs
1138701,Inner City
1138702,Inner City
1138703,Inner City
1138704,Inner City
1138705,CBD
1138706,Inner City
1138707,Inner City
1138708,Inner City
1138709,Inner City
1138710,Inner City
1138711,CBD
1138712,CBD
1138713,Inner City
1138714,Inner City
1138715,Inner City
1138716,Remote
1138717,Inner City
1138718,Inner City
1138719,Inner City
1138720,Inner City
1138721,Inner City
1138722,Inner City
1138723,Inner City
1138725,Inner City
1138726,Inner City
1138727,Inner City
1138728,Inner City
1138729,Inner City
1138731,Inner City
1138732,Inner City
1138733,Inner City
1138734,Inner City
1138735,Inner City
1138736,Inner City
1138737,Inner City
1138739,Inner City
1138740,Inner City
1138741,Inner City
1138742,Inner City
1138801,Inner Suburbs
1138802,Inner City
1138803,Inner City
1138804,Inner City
1138805,Inner Suburbs
1138806,Inner Suburbs
1138807,Inner City
1138808,Inner Suburbs
1138809,Inner Suburbs
1138810,Inner City
1138811,CBD
1138812,Inner City
1138813,Inner City
1138814,Inner City
1138815,Inner City
1138816,Inner City
1138817,Inner City
1138818,Inner City
1138819,Inner City
1138820,Inner City
1138821,Inner City
1138822,CBD
1138823,Inner Suburbs
1138824,Inner Suburbs
1138825,Inner City
1138826,Inner City
1138827,Inner City
1138828,Inner Suburbs
1138829,Inner City
1138830,Inner City
1138831,Inner City
1138832,Inner City
1138833,Inner Suburbs
1138834,Inner Suburbs
1138835,Inner City
1138836,Inner City
1138837,Inner City
1138838,Inner City
1138839,Inner Suburbs
1138840,Inner City
1138841,Inner City
1138842,Inner City
1138843,Inner City
1138844,Inner City
1138845,Inner City
1138846,Inner Suburbs
1138847,Inner City
1138848,Inner City
1138849,Inner City
1138850,Inner City
1138851,Inner City
1138852,Inner City
1138853,Inner City
1138854,Inner City
1138855,CBD
1138902,Inner Suburbs
1138903,Inner City
1138904,Inner City
1138906,Inner City
1138907,Inner City
1138908,Inner City
1138911,Inner Suburbs
1138912,Inner Suburbs
1138913,Inner Suburbs
1138914,Remote
1138915,Inner City
1138916,Inner City
1138917,Inner City
1138918,Inner City
1138919,Inner City
1138920,Inner City
1138921,Inner Suburbs
1138922,Inner City
1138923,CBD
1138924,CBD
1138925,Inner City
1138926,Inner City
1138927,Inner City
1138928,CBD
1138929,Inner City
1138930,Inner City
1139001,CBD
1139002,Inner Suburbs
1139003,CBD
1139004,CBD
1139005,CBD
1139006,CBD
1139007,CBD
1139008,CBD
1139009,CBD
1139010,CBD
1139011,CBD
1139012,CBD
1139013,CBD
1139014,CBD
1139015,CBD
1139016,CBD
1139017,Inner Suburbs
1139018,CBD
1139019,CBD
1139020,CBD
1139021,Inner Suburbs
1139022,CBD
1139023,CBD
1139024,Inner Suburbs
1139025,CBD
1139026,Inner Suburbs
1139027,Migrants
1139028,CBD
1139029,Migrants
1139030,Migrants
1139031,Migrants
1139032,Leafy Suburbs
1139033,Remote
1139034,Inner Suburbs
1139035,Inner Suburbs
1139036,CBD
1139037,CBD
1139038,Inner Suburbs
1139039,CBD
1139040,CBD
1139041,CBD
1139042,CBD
1139043,CBD
1139044,CBD
1139045,CBD
1139046,CBD
1139047,CBD
1139048,CBD
1139049,CBD
1139050,CBD
1139051,Inner Suburbs
1139052,CBD
1139053,Inner Suburbs
1139101,Migrants
1139102,Inner Suburbs
1139103,Migrants
1139104,Migrants
1139105,Inner Suburbs
1139106,CBD
1139107,CBD
1139108,CBD
1139109,CBD
1139110,Inner Suburbs
1139111,Leafy Suburbs
1139112,Leafy Suburbs
1139113,CBD
1139114,CBD
1139115,Leafy Suburbs
1139116,Inner City
1139117,Remote
1139118,Inner Suburbs
1139119,CBD
1139120,Inner Suburbs
1139121,CBD
1139122,Leafy Suburbs
1139124,CBD
1139125,Inner Suburbs
1139127,CBD
1139128,Migrants
1139130,CBD
1139132,CBD
1139133,Migrants
1139134,CBD
1139135,Inner City
1139136,CBD
1139137,Migrants
1139138,Migrants
1139139,Migrants
1139140,Migrants
1139141,Inner Suburbs
1139142,Inner Suburbs
1139143,Inner Suburbs
1139144,Inner Suburbs
1139145,Migrants
1139146,Inner Suburbs
1139147,Migrants
1139148,CBD
1139149,Migrants
1139150,Inner Suburbs
1139151,Inner Suburbs
1139152,CBD
1139153,Inner Suburbs
1139154,CBD
1139155,CBD
1139156,Inner Suburbs
1139157,Migrants
1139158,CBD
1139201,Inner Suburbs
1139202,Inner Suburbs
1139203,Inner Suburbs
1139204,Leafy Suburbs
1139205,Leafy Suburbs
1139206,Migrants
1139207,Leafy Suburbs
1139208,Leafy Suburbs
1139210,CBD
1139211,Inner Suburbs
1139212,CBD
1139213,CBD
1139214,Inner Suburbs
1139215,Inner Suburbs
1139216,Inner Suburbs
1139217,Inner Suburbs
1139218,Leafy Suburbs
1139219,Migrants
1139220,CBD
1139221,Migrants
1139222,Inner Suburbs
1139223,Leafy Suburbs
1139224,Migrants
1139225,Migrants
1139226,Leafy Suburbs
1139301,Inner Suburbs
1139302,Migrants
1139303,Migrants
1139304,CBD
1139305,Inner Suburbs
1139306,Remote
1139307,CBD
1139308,Inner City
1139309,Inner Suburbs
1139310,CBD
1139311,Inner Suburbs
1139312,CBD
1139313,Inner Suburbs
1139314,Inner Suburbs
1139315,Migrants
1139316,Migrants
1139317,Migrants
1139318,Migrants
1139319,Inner Suburbs
1139320,Inner Suburbs
1139321,CBD
1139322,Remote
1139323,Migrants
1139324,Inner Suburbs
1139325,Inner Suburbs
1139326,Migrants
1139327,Migrants
1139328,Migrants
1139329,Migrants
1139330,Inner Suburbs
1139331,Migrants
1139332,CBD
1139333,Migrants
1139334,Inner Suburbs
1139335,Inner Suburbs
1139336,Inner Suburbs
1139337,Migrants
1139338,Inner Suburbs
1139339,Leafy Suburbs
1139340,Inner Suburbs
1139401,CBD
1139402,CBD
1139403,CBD
1139404,Inner Suburbs
1139405,Inner Suburbs
1139406,CBD
1139407,Inner Suburbs
1139408,Inner Suburbs
1139409,Inner Suburbs
1139410,Inner Suburbs
1139411,CBD
1139412,Inner Suburbs
1139413,Leafy Suburbs
1139414,Inner Suburbs
1139415,Leafy Suburbs
1139416,CBD
1139417,Inner Suburbs
1139418,Leafy Suburbs
1139419,CBD
1139420,Inner Suburbs
1139421,Inner City
1139422,Inner Suburbs
1139423,Inner Suburbs
1139424,Inner Suburbs
1139425,Inner Suburbs
1139426,Inner City
1139427,Inner Suburbs
1139428,Inner Suburbs
1139429,Inner Suburbs
1139430,CBD
1139431,CBD
1139432,Inner Suburbs
1139433,Inner Suburbs
1139434,CBD
1139435,CBD
1139436,CBD
1139437,CBD
1139438,CBD
1139439,Inner Suburbs
1139501,CBD
1139502,CBD
1139503,Leafy Suburbs
1139504,Leafy Suburbs
1139505,Leafy Suburbs
1139506,Leafy Suburbs
1139507,Migrants
1139508,Inner Suburbs
1139509,CBD
1139510,CBD
1139511,CBD
1139512,CBD
1139513,CBD
1139514,CBD
1139515,Leafy Suburbs
1139516,Inner City
1139517,Inner Suburbs
1139518,Leafy Suburbs
1139519,CBD
1139520,Inner Suburbs
1139521,Inner Suburbs
1139522,Inner Suburbs
1139523,Inner City
1139524,Inner Suburbs
1139525,Migrants
1139526,Leafy Suburbs
1139527,Leafy Suburbs
1139528,Inner Suburbs
1139529,Inner Suburbs
1139530,Leafy Suburbs
1139531,Inner Suburbs
1139532,Leafy Suburbs
1139602,CBD
1139603,CBD
1139605,Leafy Suburbs
1139606,CBD
1139607,CBD
1139608,CBD
1139609,CBD
1139610,Migrants
1139611,CBD
1139612,CBD
1139613,Leafy Suburbs
1139614,CBD
1139615,CBD
1139616,CBD
1139617,CBD
1139618,CBD
1139619,CBD
1139620,Inner Suburbs
1139621,Migrants
1139622,Migrants
1139623,CBD
1139624,Inner City
1139627,CBD
1139628,Migrants
1139629,CBD
1139630,CBD
1139631,CBD
1139632,CBD
1139633,CBD
1139635,CBD
1139636,CBD
1139638,CBD
1139639,CBD
1139802,CBD
1139803,Inner Suburbs
1139804,CBD
1139805,CBD
1139806,CBD
1139807,Inner Suburbs
1139808,CBD
1139809,CBD
1139810,Migrants
1139811,Leafy Suburbs
1139812,Inner Suburbs
1139813,CBD
1139814,CBD
1139815,CBD
1139816,CBD
1139817,CBD
1139818,Remote
1139819,CBD
1139820,CBD
1139821,Inner Suburbs
1139822,Leafy Suburbs
1139823,Leafy Suburbs
1139824,Leafy Suburbs
1139825,Leafy Suburbs
1139826,Leafy Suburbs
1139827,Leafy Suburbs
1139828,Leafy Suburbs
1139829,Migrants
1139830,CBD
1139831,CBD
1139832,CBD
1139833,CBD
1139834,Inner Suburbs
1139835,CBD
1139836,Leafy Suburbs
1139837,Leafy Suburbs
1139838,Leafy Suburbs
1139839,Inner Suburbs
1139841,CBD
1139842,CBD
1139843,CBD
1139845,Inner Suburbs
1139846,Inner Suburbs
1139847,Inner Suburbs
1139848,Inner Suburbs
1139849,CBD
1139850,CBD
1139851,CBD
1139852,CBD
1139853,Leafy Suburbs
1139855,Inner Suburbs
1139856,Inner Suburbs
1139857,CBD
1139858,CBD
1139859,CBD
1139860,CBD
1139861,CBD
1139862,CBD
1139901,Leafy Suburbs
1139902,Inner Suburbs
1139903,CBD
1139904,CBD
1139905,CBD
1139906,CBD
1139907,CBD
1139908,Leafy Suburbs
1139909,Leafy Suburbs
1139910,CBD
1139911,CBD
1139912,CBD
1139913,Leafy Suburbs
1139914,Leafy Suburbs
1139915,Leafy Suburbs
1139916,Leafy Suburbs
1139917,Leafy Suburbs
1139918,Inner Suburbs
1139919,Leafy Suburbs
1139920,Leafy Suburbs
1139921,Leafy Suburbs
1139922,Leafy Suburbs
1139923,Leafy Suburbs
1139924,Leafy Suburbs
1139925,CBD
1139926,CBD
1139927,CBD
1139928,CBD
1139929,CBD
1139930,Leafy Suburbs
1139931,Inner Suburbs
1139932,CBD
1139933,Inner Suburbs
1139934,Inner Suburbs
1139935,Leafy Suburbs
1139936,Inner City
1139937,CBD
1139938,CBD
1139939,Leafy Suburbs
1139940,Leafy Suburbs
1139941,Leafy Suburbs
1139942,CBD
1140001,Leafy Suburbs
1140002,Leafy Suburbs
1140003,CBD
1140004,Inner Suburbs
1140005,CBD
1140006,Leafy Suburbs
1140007,Leafy Suburbs
1140008,Leafy Suburbs
1140009,Leafy Suburbs
1140010,Leafy Suburbs
1140011,Leafy Suburbs
1140012,Leafy Suburbs
1140013,Inner City
1140014,Leafy Suburbs
1140015,Leafy Suburbs
1140016,Leafy Suburbs
1140017,Leafy Suburbs
1140018,Leafy Suburbs
1140019,CBD
1140020,Leafy Suburbs
1140021,Inner Suburbs
1140022,CBD
1140023,Inner Suburbs
1140024,CBD
1140025,Leafy Suburbs
1140026,Leafy Suburbs
1140027,Leafy Suburbs
1140028,Leafy Suburbs
1140029,Leafy Suburbs
1140030,Leafy Suburbs
1140031,Leafy Suburbs
1140032,Inner Suburbs
1140033,Inner Suburbs
1140034,Leafy Suburbs
1140035,Inner Suburbs
1140036,Leafy Suburbs
1140037,Inner Suburbs
1140038,Leafy Suburbs
1140040,Leafy Suburbs
1140041,Inner Suburbs
1140042,Leafy Suburbs
1140043,Leafy Suburbs
1140044,Inner Suburbs
1140045,CBD
1140047,Leafy Suburbs
1140049,CBD
1140050,Leafy Suburbs
1140051,Leafy Suburbs
1140052,Leafy Suburbs
1140053,Leafy Suburbs
1140054,Inner Suburbs
1140056,Leafy Suburbs
1140057,CBD
1140058,Inner Suburbs
1140059,Inner City
1140060,CBD
1140061,CBD
1140062,CBD
1140063,CBD
1140064,Inner Suburbs
1140065,CBD
1140101,Inner Suburbs
1140102,Inner Suburbs
1140103,Inner Suburbs
1140104,Leafy Suburbs
1140105,Inner City
1140107,Inner City
1140109,CBD
1140110,CBD
1140111,Inner Suburbs
1140112,Leafy Suburbs
1140113,Inner Suburbs
1140114,CBD
1140115,CBD
1140116,CBD
1140117,CBD
1140118,Inner Suburbs
1140119,CBD
1140120,CBD
1140122,CBD
1140123,CBD
1140201,Leafy Suburbs
1140202,Leafy Suburbs
1140204,Leafy Suburbs
1140205,Leafy Suburbs
1140208,Inner Suburbs
1140209,Leafy Suburbs
1140210,Leafy Suburbs
1140212,Leafy Suburbs
1140213,Leafy Suburbs
1140214,Leafy Suburbs
1140215,Leafy Suburbs
1140216,Leafy Suburbs
1140217,Leafy Suburbs
1140218,Leafy Suburbs
1140219,Leafy Suburbs
1140220,Leafy Suburbs
1140221,Leafy Suburbs
1140222,Leafy Suburbs
1140223,CBD
1140224,Inner Suburbs
1140225,Inner Suburbs
1140226,Leafy Suburbs
1140227,Inner Suburbs
1140228,Leafy Suburbs
1140229,Leafy Suburbs
1140230,Leafy Suburbs
1140231,Leafy Suburbs
1140233,Inner Suburbs
1140234,Leafy Suburbs
1140235,Inner Suburbs
1140236,Inner Suburbs
1140237,Leafy Suburbs
1140238,Leafy Suburbs
1140239,Leafy Suburbs
1140240,Leafy Suburbs
1140242,Inner Suburbs
1140244,Inner Suburbs
1140245,Leafy Suburbs
1140246,Leafy Suburbs
1140247,Inner Suburbs
1140248,Inner Suburbs
1140249,Leafy Suburbs
1140250,Leafy Suburbs
1140251,Leafy Suburbs
1140252,Leafy Suburbs
1140253,Leafy Suburbs
1140254,Leafy Suburbs
1140255,Inner Suburbs
1140256,Inner Suburbs
1140257,Leafy Suburbs
1140258,CBD
1140259,Inner Suburbs
1140260,Leafy Suburbs
1140261,Leafy Suburbs
1140262,Leafy Suburbs
1140263,Leafy Suburbs
1140264,Leafy Suburbs
1140265,Leafy Suburbs
1140266,Leafy Suburbs
1140267,Leafy Suburbs
1140268,Inner Suburbs
1140269,CBD
1140301,Leafy Suburbs
1140302,Leafy Suburbs
1140303,Leafy Suburbs
1140304,Leafy Suburbs
1140305,Leafy Suburbs
1140306,Leafy Suburbs
1140308,Leafy Suburbs
1140309,Leafy Suburbs
1140310,Leafy Suburbs
1140311,Inner Suburbs
1140312,Inner Suburbs
1140313,Leafy Suburbs
1140314,Inner Suburbs
1140315,Semi-Rural
1140316,Leafy Suburbs
1140317,Leafy Suburbs
1140318,Leafy Suburbs
1140319,Leafy Suburbs
1140320,Leafy Suburbs
1140321,Leafy Suburbs
1140322,Leafy Suburbs
1140323,Leafy Suburbs
1140324,Leafy Suburbs
1140325,Leafy Suburbs
1140326,Leafy Suburbs
1140327,Semi-Rural
1140328,Leafy Suburbs
1140329,Leafy Suburbs
1140330,Leafy Suburbs
1140331,Leafy Suburbs
1140332,Leafy Suburbs
1140333,Leafy Suburbs
1140334,Leafy Suburbs
1140336,Leafy Suburbs
1140337,Leafy Suburbs
1140338,Leafy Suburbs
1140339,Leafy Suburbs
1140340,Leafy Suburbs
1140341,Leafy Suburbs
1140342,Leafy Suburbs
1140343,Leafy Suburbs
1140346,Leafy Suburbs
1140347,Remote
1140348,Remote
1140350,Leafy Suburbs
1140401,Semi-Rural
1140403,Leafy Suburbs
1140404,Semi-Rural
1140405,Semi-Rural
1140406,Leafy Suburbs
1140407,Leafy Suburbs
1140408,Leafy Suburbs
1140409,Leafy Suburbs
1140410,Leafy Suburbs
1140411,Leafy Suburbs
1140412,Leafy Suburbs
1140413,Leafy Suburbs
1140414,Semi-Rural
1140415,Leafy Suburbs
1140416,Rural
1140417,Leafy Suburbs
1140418,Leafy Suburbs
1140419,Leafy Suburbs
1140420,Leafy Suburbs
1140421,Leafy Suburbs
1140422,Leafy Suburbs
1140423,Leafy Suburbs
1140424,Semi-Rural
1140425,Leafy Suburbs
1140426,Semi-Rural
1140427,Leafy Suburbs
1140428,Semi-Rural
1140429,Leafy Suburbs
1140430,Leafy Suburbs
1140431,Semi-Rural
1140432,Leafy Suburbs
1140601,Leafy Suburbs
1140602,Inner Suburbs
1140603,Inner Suburbs
1140604,Leafy Suburbs
1140605,Leafy Suburbs
1140606,Leafy Suburbs
1140607,Leafy Suburbs
1140608,Leafy Suburbs
1140609,Inner City
1140610,Inner Suburbs
1140611,Leafy Suburbs
1140612,Leafy Suburbs
1140613,Leafy Suburbs
1140614,Leafy Suburbs
1140615,Leafy Suburbs
1140616,Leafy Suburbs
1140617,Fringe-Growth
1140618,Leafy Suburbs
1140619,Leafy Suburbs
1140620,Leafy Suburbs
1140621,Leafy Suburbs
1140622,Leafy Suburbs
1140623,Migrants
1140624,Leafy Suburbs
1140625,Leafy Suburbs
1140626,Leafy Suburbs
1140627,Leafy Suburbs
1140628,Leafy Suburbs
1140629,Leafy Suburbs
1140630,Leafy Suburbs
1140631,Leafy Suburbs
1140633,Leafy Suburbs
1140634,Leafy Suburbs
1140635,Leafy Suburbs
1140636,Leafy Suburbs
1140637,Leafy Suburbs
1140638,Inner Suburbs
1140639,Inner Suburbs
1140640,Inner Suburbs
1140641,Leafy Suburbs
1140642,Leafy Suburbs
1140643,Leafy Suburbs
1140644,Leafy Suburbs
1140645,Leafy Suburbs
1140646,Leafy Suburbs
1140647,Remote
1140648,Inner Suburbs
1140701,Leafy Suburbs
1140702,Leafy Suburbs
1140703,Leafy Suburbs
1140704,Leafy Suburbs
1140705,Inner Suburbs
1140706,Leafy Suburbs
1140707,Leafy Suburbs
1140708,Leafy Suburbs
1140709,Leafy Suburbs
1140710,Leafy Suburbs
1140711,Leafy Suburbs
1140712,Leafy Suburbs
1140713,CBD
1140714,Inner Suburbs
1140718,Leafy Suburbs
1140719,CBD
1140721,Leafy Suburbs
1140722,Leafy Suburbs
1140723,Leafy Suburbs
1140724,Leafy Suburbs
1140725,Leafy Suburbs
1140726,Leafy Suburbs
1140727,Leafy Suburbs
1140728,Leafy Suburbs
1140729,Leafy Suburbs
1140730,Leafy Suburbs
1140731,Leafy Suburbs
1140732,Leafy Suburbs
1140733,Leafy Suburbs
1140734,Leafy Suburbs
1140735,Leafy Suburbs
1140736,Inner Suburbs
1140737,Leafy Suburbs
1140738,CBD
1140739,Leafy Suburbs
1140741,Inner Suburbs
1140742,Leafy Suburbs
1140743,Inner Suburbs
1140744,CBD
1140745,Inner Suburbs
1140746,Inner Suburbs
1140747,CBD
1140748,Inner Suburbs
1140749,CBD
1140750,Inner Suburbs
1140751,CBD
1140752,CBD
1140753,CBD
1140801,Leafy Suburbs
1140802,Leafy Suburbs
1140803,CBD
1140804,Leafy Suburbs
1140805,Leafy Suburbs
1140806,Leafy Suburbs
1140807,Leafy Suburbs
1140808,Inner Suburbs
1140809,Leafy Suburbs
1140810,Leafy Suburbs
1140811,Leafy Suburbs
1140812,Leafy Suburbs
1140813,Leafy Suburbs
1140814,Leafy Suburbs
1140815,Inner Suburbs
1140816,Leafy Suburbs
1140817,Leafy Suburbs
1140818,Leafy Suburbs
1140819,Leafy Suburbs
1140820,Leafy Suburbs
1140821,Leafy Suburbs
1140822,Leafy Suburbs
1140823,Leafy Suburbs
1140824,CBD
1140825,Inner Suburbs
1140826,Inner Suburbs
1140827,Leafy Suburbs
1140829,Leafy Suburbs
1140830,Leafy Suburbs
1140831,CBD
1140832,CBD
1140833,Inner Suburbs
1140834,Leafy Suburbs
1140835,Leafy Suburbs
1140836,Leafy Suburbs
1140838,Leafy Suburbs
1140839,Leafy Suburbs
1140840,Leafy Suburbs
1140841,Leafy Suburbs
1140842,Leafy Suburbs
1140843,Inner Suburbs
1140844,Leafy Suburbs
1140845,Leafy Suburbs
1140846,Leafy Suburbs
1140847,Leafy Suburbs
1140848,Leafy Suburbs
1140849,CBD
1140850,Leafy Suburbs
1140851,Leafy Suburbs
1140852,Leafy Suburbs
1140854,Leafy Suburbs
1140855,CBD
1140856,CBD
1140857,CBD
1140858,Inner Suburbs
1140859,Inner Suburbs
1140860,Inner Suburbs
1140902,Leafy Suburbs
1140903,Leafy Suburbs
1140904,Leafy Suburbs
1140905,Leafy Suburbs
1140906,Leafy Suburbs
1140907,Leafy Suburbs
1140908,Leafy Suburbs
1140909,Leafy Suburbs
1140910,Leafy Suburbs
1140911,Leafy Suburbs
1140912,Leafy Suburbs
1140913,Leafy Suburbs
1140914,Leafy Suburbs
1140915,Leafy Suburbs
1140916,Leafy Suburbs
1140917,Leafy Suburbs
1140918,Leafy Suburbs
1140919,Leafy Suburbs
1140921,Leafy Suburbs
1140922,Leafy Suburbs
1140923,Leafy Suburbs
1140926,Leafy Suburbs
1140927,CBD
1140928,Inner Suburbs
1140929,Leafy Suburbs
1140930,Leafy Suburbs
1140931,Leafy Suburbs
1140932,Leafy Suburbs
1140933,Leafy Suburbs
1140934,Leafy Suburbs
1140935,Leafy Suburbs
1140936,Leafy Suburbs
1140937,Leafy Suburbs
1140938,Inner Suburbs
1140939,Leafy Suburbs
1140941,CBD
1140942,Leafy Suburbs
1140943,Inner Suburbs
1140944,CBD
1141001,CBD
1141002,Inner Suburbs
1141003,Inner Suburbs
1141004,Leafy Suburbs
1141005,Leafy Suburbs
1141006,Leafy Suburbs
1141007,Leafy Suburbs
1141008,Leafy Suburbs
1141009,Leafy Suburbs
1141010,Leafy Suburbs
1141012,Leafy Suburbs
1141013,Leafy Suburbs
1141014,Leafy Suburbs
1141015,Leafy Suburbs
1141016,Leafy Suburbs
1141018,Leafy Suburbs
1141020,Leafy Suburbs
1141021,Leafy Suburbs
1141022,Leafy Suburbs
1141023,Leafy Suburbs
1141024,Leafy Suburbs
1141025,Leafy Suburbs
1141027,Leafy Suburbs
1141028,Leafy Suburbs
